layer,feature_set,target,target_label,scope,auc,auc_lo,auc_hi,n,n_games
30,router_topk_weight,realized_canonical_choice,realized canonical choice incl mixed,all,0.616912841796875,0.5328659148583748,0.7074459760040702,576,144
30,router_topk_weight,literal_J_choice,literal J/P choice control,pure,0.9457102999302487,0.9218171947787266,0.966020789037004,525,144
30,router_topk_weight,stimulus_control,strategically inert payoff control,all,0.4599609375,0.4009371250191637,0.5144664258182516,576,144
30,router_topk_binary,incentive_sign_q05,objective incentive sign,all,0.5464956275720165,0.4875516659558665,0.6052373408116198,576,144
30,router_topk_binary,pure_canonical_choice,pure final-channel canonical choice,pure,0.4651194207284124,0.3667170572368909,0.5658914471208907,525,144
30,router_topk_binary,realized_canonical_choice,realized canonical choice incl mixed,all,0.636138916015625,0.5551586354667654,0.7223554854027732,576,144
30,router_topk_binary,literal_J_choice,literal J/P choice control,pure,0.6941626947221575,0.6502240039921007,0.7359041868295552,525,144
30,router_topk_binary,stimulus_control,strategically inert payoff control,all,0.4640058352623456,0.4004302031116198,0.5256180041987334,576,144
30,residual,incentive_sign_q05,objective incentive sign,all,0.9089891975308642,0.8693280244870297,0.9468314220649343,576,144
30,residual,pure_canonical_choice,pure final-channel canonical choice,pure,0.7291148816600022,0.6498875142114031,0.8078301467457993,525,144
30,residual,realized_canonical_choice,realized canonical choice incl mixed,all,0.7841796875,0.7319286591006707,0.83837890625,576,144
30,residual,literal_J_choice,literal J/P choice control,pure,1.0,0.9999999999999999,1.0,525,144
30,residual,stimulus_control,strategically inert payoff control,all,0.6449532214506173,0.5911079748535536,0.6914660786062047,576,144
33,router_gate,incentive_sign_q05,objective incentive sign,all,0.8340406378600824,0.7814767669313843,0.8841672151902374,576,144
33,router_gate,pure_canonical_choice,pure final-channel canonical choice,pure,0.6425483626931806,0.5512646820083406,0.7413609828489116,525,144
33,router_gate,realized_canonical_choice,realized canonical choice incl mixed,all,0.773345947265625,0.7062060838560335,0.8380131112223774,576,144
33,router_gate,literal_J_choice,literal J/P choice control,pure,1.0,0.9999999999999999,1.0,525,144
33,router_gate,stimulus_control,strategically inert payoff control,all,0.6914303626543211,0.6492799824410748,0.7346478847644892,576,144
33,router_topk_weight,incentive_sign_q05,objective incentive sign,all,0.6716435185185184,0.617238004498413,0.7299694253156096,576,144
33,router_topk_weight,pure_canonical_choice,pure final-channel canonical choice,pure,0.515940775964552,0.42260019499940565,0.6089205281869998,525,144
33,router_topk_weight,realized_canonical_choice,realized canonical choice incl mixed,all,0.657562255859375,0.5690843976088632,0.7489740118179017,576,144
33,router_topk_weight,literal_J_choice,literal J/P choice control,pure,0.9419030458033015,0.9173704124955363,0.9621637724328729,525,144
33,router_topk_weight,stimulus_control,strategically inert payoff control,all,0.48945071373456794,0.4297526168451802,0.5480939233480768,576,144
33,router_topk_binary,incentive_sign_q05,objective incentive sign,all,0.5387088477366255,0.4833838240078074,0.5969656791966401,576,144
33,router_topk_binary,pure_canonical_choice,pure final-channel canonical choice,pure,0.4569328866313629,0.36983238812348,0.5483728130703598,525,144
33,router_topk_binary,realized_canonical_choice,realized canonical choice incl mixed,all,0.644500732421875,0.5607670013260915,0.7344348713668539,576,144
33,router_topk_binary,literal_J_choice,literal J/P choice control,pure,0.8169829690769588,0.782050128082814,0.8495860707925436,525,144
33,router_topk_binary,stimulus_control,strategically inert payoff control,all,0.49515335648148145,0.43640371033281733,0.5608271428670735,576,144
33,residual,incentive_sign_q05,objective incentive sign,all,0.8929398148148148,0.8517156452494572,0.9319759759364603,576,144
33,residual,pure_canonical_choice,pure final-channel canonical choice,pure,0.7089052199286716,0.6349186581644027,0.7804761842184308,525,144
33,residual,realized_canonical_choice,realized canonical choice incl mixed,all,0.791656494140625,0.7399150426555071,0.8418132057891868,576,144
33,residual,literal_J_choice,literal J/P choice control,pure,1.0,0.9999999999999999,1.0,525,144
33,residual,stimulus_control,strategically inert payoff control,all,0.6459900655864197,0.5916463131165713,0.6976873562036572,576,144
35,router_gate,incentive_sign_q05,objective incentive sign,all,0.8389789094650206,0.7918778783925158,0.8869229759774695,576,144
35,router_gate,pure_canonical_choice,pure final-channel canonical choice,pure,0.6395763536150437,0.5549950821492997,0.7300230377924343,525,144
35,router_gate,realized_canonical_choice,realized canonical choice incl mixed,all,0.7298583984375,0.6657746583481877,0.797960437926993,576,144
35,router_gate,literal_J_choice,literal J/P choice control,pure,0.9960474308300395,0.9876530456075912,1.0,525,144
35,router_gate,stimulus_control,strategically inert payoff control,all,0.5844907407407408,0.5308022469534001,0.6326787272824662,576,144
35,router_topk_weight,incentive_sign_q05,objective incentive sign,all,0.6505658436213992,0.5928828719702984,0.7093258112127131,576,144
35,router_topk_weight,pure_canonical_choice,pure final-channel canonical choice,pure,0.522479195936453,0.4093064399855821,0.6372138792205713,525,144
35,router_topk_weight,realized_canonical_choice,realized canonical choice incl mixed,all,0.69775390625,0.6115148135611777,0.7807524757737914,576,144
35,router_topk_weight,literal_J_choice,literal J/P choice control,pure,0.9861660079051384,0.9728242418304069,0.9948434028293643,525,144
35,router_topk_weight,stimulus_control,strategically inert payoff control,all,0.4473078221450617,0.38679778412723786,0.50886484937417,576,144
35,router_topk_binary,incentive_sign_q05,objective incentive sign,all,0.5496527777777778,0.4770338443911585,0.6241485761421647,576,144
35,router_topk_binary,pure_canonical_choice,pure final-channel canonical choice,pure,0.5003512374365071,0.3740475871911515,0.6286905250190948,525,144
35,router_topk_binary,realized_canonical_choice,realized canonical choice incl mixed,all,0.697235107421875,0.6145248243757746,0.7764515943881665,576,144
35,router_topk_binary,literal_J_choice,literal J/P choice control,pure,0.61184172285515,0.5726846688120913,0.650759484622264,525,144
35,router_topk_binary,stimulus_control,strategically inert payoff control,all,0.39788893711419754,0.3278158001954079,0.4703503022490794,576,144
35,residual,incentive_sign_q05,objective incentive sign,all,0.9006815843621399,0.8625845588061122,0.937570222264571,576,144
35,residual,pure_canonical_choice,pure final-channel canonical choice,pure,0.6845347454879498,0.5969174717152701,0.7702035372075657,525,144
35,residual,realized_canonical_choice,realized canonical choice incl mixed,all,0.777069091796875,0.7242289745419127,0.8271049319866023,576,144
35,residual,literal_J_choice,literal J/P choice control,pure,1.0,0.9999999999999999,1.0,525,144
35,residual,stimulus_control,strategically inert payoff control,all,0.6260609567901234,0.5723405690027208,0.674573560120435,576,144
