unique_id,game_id,role,topology_raw,up_choice,has_ties,cardinal_p1,cardinal_p2,ordinal_p1,ordinal_p2,canonical_id,swap_sr,swap_sc,role_relative_to_canonical,up_choice_canonical
799,400,rowplayer,"('safecoord', 'hero')",0.8163265306122449,True,"17,9,5,9","1,45,14,3",,,,,,,
800,400,colplayer,"('hero', 'safecoord')",0.1212121212121212,True,"1,14,45,3","17,5,9,9",,,,,,,
801,401,rowplayer,"('deadlock', 'assurance')",0.3333333333333333,False,"21,9,29,23","13,4,2,5","2,1,4,3","4,2,1,3",61.0,False,True,P1,0.3333333333333333
802,401,colplayer,"('assurance', 'deadlock')",0.6216216216216216,False,"13,2,4,5","21,29,9,23","4,1,2,3","2,4,1,3",6.0,False,True,P1,0.6216216216216216
803,402,rowplayer,"('harmony', 'assurance')",0.825,False,"17,10,3,1","26,4,2,9","4,3,2,1","4,2,1,3",73.0,False,True,P1,0.825
804,402,colplayer,"('assurance', 'harmony')",0.8918918918918919,False,"26,2,4,9","17,3,10,1","4,1,2,3","4,2,3,1",7.0,False,True,P1,0.8918918918918919
805,403,rowplayer,"('chicken', 'concord')",0.7857142857142857,False,"37,10,39,5","18,9,2,1","3,2,4,1","4,3,2,1",33.0,False,True,P1,0.7857142857142857
806,403,colplayer,"('concord', 'chicken')",0.6129032258064516,False,"18,2,9,1","37,39,10,5","4,2,3,1","3,4,2,1",99.0,False,True,P1,0.6129032258064516
807,404,rowplayer,"('dilemma', 'safecoord')",0.2432432432432432,False,"9,1,27,4","26,1,7,15","3,1,4,2","4,1,2,3",125.0,False,True,P1,0.2432432432432432
808,404,colplayer,"('safecoord', 'dilemma')",0.7435897435897436,False,"26,7,1,15","9,27,1,4","4,2,1,3","3,4,1,2",59.0,False,True,P1,0.7435897435897436
809,405,rowplayer,"('peace', 'staghunt')",0.9215686274509804,False,"39,23,10,11","16,11,4,8","4,3,1,2","4,3,1,2",120.0,False,True,P1,0.9215686274509804
810,405,colplayer,"('staghunt', 'peace')",0.5238095238095238,False,"16,4,11,8","39,10,23,11","4,1,3,2","4,1,3,2",142.0,False,True,P1,0.5238095238095238
811,406,rowplayer,"('staghunt', 'harmony')",0.95,False,"33,5,11,6","19,6,17,3","4,1,3,2","4,2,3,1",139.0,False,True,P1,0.95
812,406,colplayer,"('harmony', 'staghunt')",0.9230769230769232,False,"19,17,6,3","33,11,5,6","4,3,2,1","4,3,1,2",84.0,False,True,P1,0.9230769230769232
813,407,rowplayer,"('compromise', 'leader')",0.275,True,"2,10,19,12","1,40,21,1",,,,,,,
814,407,colplayer,"('leader', 'compromise')",0.4705882352941176,True,"1,21,40,1","2,19,10,12",,,,,,,
815,408,rowplayer,"('staghunt', 'concord')",0.5862068965517241,False,"25,1,14,8","27,14,6,2","4,1,3,2","4,3,2,1",141.0,False,True,P1,0.5862068965517241
816,408,colplayer,"('concord', 'staghunt')",0.7857142857142857,False,"27,6,14,2","25,14,1,8","4,2,3,1","4,3,1,2",108.0,False,True,P1,0.7857142857142857
817,409,rowplayer,"('harmony', 'staghunt')",0.9555555555555556,True,"21,21,6,3","14,9,5,8",,,,,,,
818,409,colplayer,"('staghunt', 'harmony')",0.7741935483870968,True,"14,5,9,8","21,6,21,3",,,,,,,
819,410,rowplayer,"('deadlock', 'safecoord')",0.1111111111111111,False,"8,4,32,10","42,3,6,36","2,1,4,3","4,1,2,3",65.0,False,True,P1,0.1111111111111111
820,410,colplayer,"('safecoord', 'deadlock')",0.6326530612244898,False,"42,6,3,36","8,32,4,10","4,2,1,3","2,4,1,3",54.0,False,True,P1,0.6326530612244898
821,411,rowplayer,"('peace', 'leader')",0.9166666666666666,False,"36,27,3,17","13,24,22,1","4,3,1,2","2,4,3,1",110.0,False,True,P1,0.9166666666666666
822,411,colplayer,"('leader', 'peace')",0.75,False,"13,22,24,1","36,3,27,17","2,3,4,1","4,1,3,2",22.0,False,True,P1,0.75
823,412,rowplayer,"('hero', 'dilemma')",0.2424242424242424,False,"3,11,25,7","17,27,15,16","1,3,4,2","3,4,1,2",95.0,False,True,P1,0.2424242424242424
824,412,colplayer,"('dilemma', 'hero')",0.3488372093023256,False,"17,15,27,16","3,25,11,7","3,1,4,2","1,4,3,2",128.0,False,True,P1,0.3488372093023256
825,413,rowplayer,"('concord', 'leader')",0.6896551724137931,False,"34,4,18,2","6,24,8,5","4,2,3,1","2,4,3,1",98.0,False,True,P1,0.6896551724137931
826,413,colplayer,"('leader', 'concord')",0.35,False,"6,8,24,5","34,18,4,2","2,3,4,1","4,3,2,1",21.0,False,True,P1,0.35
827,414,rowplayer,"('concord', 'peace')",0.8108108108108109,True,"22,14,16,3","11,1,11,5",,,,,,,
828,414,colplayer,"('peace', 'concord')",0.8888888888888888,True,"11,11,1,5","22,16,14,3",,,,,,,
829,415,rowplayer,"('staghunt', 'deadlock')",0.7727272727272727,True,"17,7,9,9","12,23,6,21",,,,,,,
830,415,colplayer,"('deadlock', 'staghunt')",0.1891891891891892,True,"12,6,23,21","17,9,7,9",,,,,,,
831,416,rowplayer,"('harmony', 'hero')",0.8205128205128205,True,"16,14,14,3","2,35,26,6",,,,,,,
832,416,colplayer,"('hero', 'harmony')",0.217391304347826,True,"2,26,35,6","16,14,14,3",,,,,,,
833,417,rowplayer,"('harmony', 'harmony')",0.8222222222222222,True,"24,20,19,3","9,7,9,2",,,,,,,
834,417,colplayer,"('harmony', 'harmony')",0.9714285714285714,True,"9,9,7,2","24,19,20,3",,,,,,,
835,418,rowplayer,"('chicken', 'hero')",0.7575757575757576,True,"28,11,35,1","2,45,4,4",,,,,,,
836,418,colplayer,"('hero', 'chicken')",0.2162162162162162,True,"2,4,45,4","28,35,11,1",,,,,,,
837,419,rowplayer,"('compromise', 'harmony')",0.095238095,True,"2,2,24,19","16,9,13,4",,,,,,,
838,419,colplayer,"('harmony', 'compromise')",0.8809523809523809,True,"16,13,9,4","2,24,2,19",,,,,,,
839,420,rowplayer,"('compromise', 'staghunt')",0.135593220338983,False,"5,9,27,13","24,19,14,15","1,2,4,3","4,3,1,2",48.0,False,True,P1,0.135593220338983
840,420,colplayer,"('staghunt', 'compromise')",0.5306122448979592,False,"24,14,19,15","5,27,9,13","4,1,3,2","1,4,2,3",136.0,False,True,P1,0.5306122448979592
841,421,rowplayer,"('deadlock', 'staghunt')",0.1136363636363636,False,"6,1,20,8","45,30,12,25","2,1,4,3","4,3,1,2",72.0,False,True,P1,0.1136363636363636
842,421,colplayer,"('staghunt', 'deadlock')",0.2857142857142857,False,"45,12,30,25","6,20,1,8","4,1,3,2","2,4,1,3",138.0,False,True,P1,0.2857142857142857
843,422,rowplayer,"('deadlock', 'hero')",0.086956522,False,"2,1,21,19","3,19,13,10","2,1,4,3","1,4,3,2",68.0,False,True,P1,0.086956522
844,422,colplayer,"('hero', 'deadlock')",0.2777777777777778,False,"3,13,19,10","2,21,1,19","1,3,4,2","2,4,1,3",90.0,False,True,P1,0.2777777777777778
845,423,rowplayer,"('assurance', 'concord')",0.6666666666666666,False,"25,3,12,15","8,4,3,1","4,1,2,3","4,3,2,1",9.0,False,True,P1,0.6666666666666666
846,423,colplayer,"('concord', 'assurance')",0.9767441860465116,False,"8,3,4,1","25,12,3,15","4,2,3,1","4,2,1,3",97.0,False,True,P1,0.9767441860465116
847,424,rowplayer,"('harmony', 'assurance')",0.9444444444444444,True,"12,6,3,2","33,1,1,28",,,,,,,
848,424,colplayer,"('assurance', 'harmony')",0.75,True,"33,1,1,28","12,3,6,2",,,,,,,
849,425,rowplayer,"('hero', 'compromise')",0.4634146341463415,False,"1,23,30,11","4,26,7,9","1,3,4,2","1,4,2,3",88.0,False,True,P1,0.4634146341463415
850,425,colplayer,"('compromise', 'hero')",0.1081081081081081,False,"4,7,26,9","1,30,23,11","1,2,4,3","1,4,3,2",44.0,False,True,P1,0.1081081081081081
851,426,rowplayer,"('safecoord', 'peace')",0.8048780487804879,False,"29,13,9,14","35,1,18,8","4,2,1,3","4,1,3,2",58.0,False,True,P1,0.8048780487804879
852,426,colplayer,"('peace', 'safecoord')",0.9230769230769232,False,"35,18,1,8","29,9,13,14","4,3,1,2","4,1,2,3",113.0,False,True,P1,0.9230769230769232
853,427,rowplayer,"('chicken', 'deadlock')",0.9047619047619048,True,"19,18,32,4","7,8,2,7",,,,,,,
854,427,colplayer,"('deadlock', 'chicken')",0.34375,True,"7,2,8,7","19,32,18,4",,,,,,,
855,428,rowplayer,"('leader', 'compromise')",0.54,False,"5,19,32,3","3,37,10,17","2,3,4,1","1,4,2,3",16.0,False,True,P1,0.54
856,428,colplayer,"('compromise', 'leader')",0.1627906976744186,False,"3,10,37,17","5,32,19,3","1,2,4,3","2,4,3,1",38.0,False,True,P1,0.1627906976744186
857,429,rowplayer,"('deadlock', 'assurance')",0.3076923076923077,False,"4,2,7,6","28,4,1,26","2,1,4,3","4,2,1,3",61.0,False,True,P1,0.3076923076923077
858,429,colplayer,"('assurance', 'deadlock')",0.2413793103448276,False,"28,1,4,26","4,7,2,6","4,1,2,3","2,4,1,3",6.0,False,True,P1,0.2413793103448276
859,430,rowplayer,"('hero', 'dilemma')",0.2777777777777778,False,"3,20,36,16","19,27,15,17","1,3,4,2","3,4,1,2",95.0,False,True,P1,0.2777777777777778
860,430,colplayer,"('dilemma', 'hero')",0.1612903225806451,False,"19,15,27,17","3,36,20,16","3,1,4,2","1,4,3,2",128.0,False,True,P1,0.1612903225806451
861,431,rowplayer,"('compromise', 'safecoord')",0.1320754716981132,False,"5,10,17,13","29,5,9,19","1,2,4,3","4,1,2,3",41.0,False,True,P1,0.1320754716981132
862,431,colplayer,"('safecoord', 'compromise')",0.4736842105263157,False,"29,9,5,19","5,17,10,13","4,2,1,3","1,4,2,3",52.0,False,True,P1,0.4736842105263157
863,432,rowplayer,"('dilemma', 'hero')",0.1555555555555555,False,"8,1,15,7","8,18,13,10","3,1,4,2","1,4,3,2",128.0,False,True,P1,0.1555555555555555
864,432,colplayer,"('hero', 'dilemma')",0.3333333333333333,False,"8,13,18,10","8,15,1,7","1,3,4,2","3,4,1,2",95.0,False,True,P1,0.3333333333333333
865,433,rowplayer,"('peace', 'chicken')",0.945945945945946,False,"27,20,2,15","21,33,17,1","4,3,1,2","3,4,2,1",111.0,False,True,P1,0.945945945945946
866,433,colplayer,"('chicken', 'peace')",0.6176470588235294,False,"21,17,33,1","27,2,20,15","3,2,4,1","4,1,3,2",34.0,False,True,P1,0.6176470588235294
867,434,rowplayer,"('assurance', 'assurance')",0.8,False,"29,8,9,11","30,10,7,11","4,1,2,3","4,2,1,3",1.0,False,True,P1,0.8
868,434,colplayer,"('assurance', 'assurance')",0.825,False,"30,7,10,11","29,9,8,11","4,1,2,3","4,2,1,3",1.0,False,True,P1,0.825
869,435,rowplayer,"('peace', 'safecoord')",0.9714285714285714,True,"11,2,1,1","40,7,25,27",,,,,,,
870,435,colplayer,"('safecoord', 'peace')",0.9318181818181818,True,"40,25,7,27","11,1,2,1",,,,,,,
871,436,rowplayer,"('staghunt', 'compromise')",0.4411764705882353,False,"7,1,3,2","1,26,4,13","4,1,3,2","1,4,2,3",136.0,False,True,P1,0.4411764705882353
872,436,colplayer,"('compromise', 'staghunt')",0.1282051282051282,False,"1,4,26,13","7,3,1,2","1,2,4,3","4,3,1,2",48.0,False,True,P1,0.1282051282051282
873,437,rowplayer,"('hero', 'compromise')",0.275,False,"1,9,13,5","5,31,10,12","1,3,4,2","1,4,2,3",88.0,False,True,P1,0.275
874,437,colplayer,"('compromise', 'hero')",0.1428571428571428,False,"5,10,31,12","1,13,9,5","1,2,4,3","1,4,3,2",44.0,False,True,P1,0.1428571428571428
875,438,rowplayer,"('staghunt', 'hero')",0.4423076923076923,True,"18,1,7,5","4,30,11,11",,,,,,,
876,438,colplayer,"('hero', 'staghunt')",0.1395348837209302,True,"4,11,30,11","18,7,1,5",,,,,,,
877,439,rowplayer,"('safecoord', 'peace')",0.7241379310344828,False,"8,4,2,6","14,2,13,5","4,2,1,3","4,1,3,2",58.0,False,True,P1,0.7241379310344828
878,439,colplayer,"('peace', 'safecoord')",0.9375,False,"14,13,2,5","8,2,4,6","4,3,1,2","4,1,2,3",113.0,False,True,P1,0.9375
879,440,rowplayer,"('hero', 'harmony')",0.25,False,"1,16,25,2","31,25,26,7","1,3,4,2","4,2,3,1",91.0,False,True,P1,0.25
880,440,colplayer,"('harmony', 'hero')",0.8378378378378378,False,"31,26,25,7","1,25,16,2","4,3,2,1","1,4,3,2",80.0,False,True,P1,0.8378378378378378
881,441,rowplayer,"('peace', 'leader')",0.9107142857142856,False,"26,21,12,15","6,28,19,1","4,3,1,2","2,4,3,1",110.0,False,True,P1,0.9107142857142856
882,441,colplayer,"('leader', 'peace')",0.4871794871794871,False,"6,19,28,1","26,12,21,15","2,3,4,1","4,1,3,2",22.0,False,True,P1,0.4871794871794871
883,442,rowplayer,"('staghunt', 'harmony')",0.8085106382978723,False,"42,4,23,10","12,5,9,2","4,1,3,2","4,2,3,1",139.0,False,True,P1,0.8085106382978723
884,442,colplayer,"('harmony', 'staghunt')",0.8333333333333334,False,"12,9,5,2","42,23,4,10","4,3,2,1","4,3,1,2",84.0,False,True,P1,0.8333333333333334
885,443,rowplayer,"('dilemma', 'assurance')",0.2549019607843137,False,"14,1,23,12","20,2,1,8","3,1,4,2","4,2,1,3",121.0,False,True,P1,0.2549019607843137
886,443,colplayer,"('assurance', 'dilemma')",0.65625,False,"20,1,2,8","14,23,1,12","4,1,2,3","3,4,1,2",11.0,False,True,P1,0.65625
887,444,rowplayer,"('hero', 'harmony')",0.2258064516129032,False,"1,14,18,3","24,13,20,3","1,3,4,2","4,2,3,1",91.0,False,True,P1,0.2258064516129032
888,444,colplayer,"('harmony', 'hero')",0.8529411764705882,False,"24,20,13,3","1,18,14,3","4,3,2,1","1,4,3,2",80.0,False,True,P1,0.8529411764705882
889,445,rowplayer,"('dilemma', 'safecoord')",0.3076923076923077,False,"10,2,19,4","37,9,10,26","3,1,4,2","4,1,2,3",125.0,False,True,P1,0.3076923076923077
890,445,colplayer,"('safecoord', 'dilemma')",0.8275862068965517,False,"37,10,9,26","10,19,2,4","4,2,1,3","3,4,1,2",59.0,False,True,P1,0.8275862068965517
891,446,rowplayer,"('concord', 'safecoord')",0.7777777777777778,False,"26,4,7,1","39,2,11,34","4,2,3,1","4,1,2,3",101.0,False,True,P1,0.7777777777777778
892,446,colplayer,"('safecoord', 'concord')",0.8974358974358975,False,"39,11,2,34","26,7,4,1","4,2,1,3","4,3,2,1",57.0,False,True,P1,0.8974358974358975
893,447,rowplayer,"('peace', 'safecoord')",0.96875,False,"37,16,2,15","37,10,12,20","4,3,1,2","4,1,2,3",113.0,False,True,P1,0.96875
894,447,colplayer,"('safecoord', 'peace')",0.8717948717948718,False,"37,12,10,20","37,2,16,15","4,2,1,3","4,1,3,2",58.0,False,True,P1,0.8717948717948718
895,448,rowplayer,"('staghunt', 'assurance')",0.5172413793103449,False,"11,3,10,8","27,6,4,11","4,1,3,2","4,2,1,3",133.0,False,True,P1,0.5172413793103449
896,448,colplayer,"('assurance', 'staghunt')",0.775,False,"27,4,6,11","11,10,3,8","4,1,2,3","4,3,1,2",12.0,False,True,P1,0.775
897,449,rowplayer,"('hero', 'dilemma')",0.3333333333333333,False,"2,7,35,4","10,12,1,4","1,3,4,2","3,4,1,2",95.0,False,True,P1,0.3333333333333333
898,449,colplayer,"('dilemma', 'hero')",0.1891891891891892,False,"10,1,12,4","2,35,7,4","3,1,4,2","1,4,3,2",128.0,False,True,P1,0.1891891891891892
899,450,rowplayer,"('chicken', 'chicken')",0.3055555555555556,True,"11,10,39,6","20,36,20,12",,,,,,,
900,450,colplayer,"('chicken', 'chicken')",0.7241379310344828,True,"20,20,36,12","11,39,10,6",,,,,,,
901,451,rowplayer,"('deadlock', 'staghunt')",0.098039216,False,"4,1,25,20","23,15,2,12","2,1,4,3","4,3,1,2",72.0,False,True,P1,0.098039216
902,451,colplayer,"('staghunt', 'deadlock')",0.2702702702702703,False,"23,2,15,12","4,25,1,20","4,1,3,2","2,4,1,3",138.0,False,True,P1,0.2702702702702703
903,452,rowplayer,"('staghunt', 'deadlock')",0.5365853658536586,True,"15,4,7,7","9,37,2,21",,,,,,,
904,452,colplayer,"('deadlock', 'staghunt')",0.125,True,"9,2,37,21","15,7,4,7",,,,,,,
905,453,rowplayer,"('chicken', 'peace')",0.303030303030303,False,"19,12,32,10","18,1,17,2","3,2,4,1","4,1,3,2",34.0,False,True,P1,0.303030303030303
906,453,colplayer,"('peace', 'chicken')",0.972972973,False,"18,17,1,2","19,32,12,10","4,3,1,2","3,4,2,1",111.0,False,True,P1,0.972972973
907,454,rowplayer,"('assurance', 'harmony')",0.425,False,"26,7,20,23","13,4,9,1","4,1,2,3","4,2,3,1",7.0,False,True,P1,0.425
908,454,colplayer,"('harmony', 'assurance')",0.975609756,False,"13,9,4,1","26,20,7,23","4,3,2,1","4,2,1,3",73.0,False,True,P1,0.975609756
909,455,rowplayer,"('leader', 'hero')",0.1707317073170731,True,"2,9,14,1","4,15,15,13",,,,,,,
910,455,colplayer,"('hero', 'leader')",0.3428571428571428,True,"4,15,15,13","2,14,9,1",,,,,,,
911,456,rowplayer,"('assurance', 'compromise')",0.4848484848484848,True,"18,7,10,13","1,33,1,9",,,,,,,
912,456,colplayer,"('compromise', 'assurance')",0.090909091,True,"1,1,33,9","18,10,7,13",,,,,,,
913,457,rowplayer,"('chicken', 'harmony')",0.4897959183673469,True,"8,5,11,1","20,7,20,2",,,,,,,
914,457,colplayer,"('harmony', 'chicken')",1.0,True,"20,20,7,2","8,11,5,1",,,,,,,
915,458,rowplayer,"('harmony', 'assurance')",0.9629629629629628,True,"24,7,5,2","27,1,1,23",,,,,,,
916,458,colplayer,"('assurance', 'harmony')",0.875,True,"27,1,1,23","24,5,7,2",,,,,,,
917,459,rowplayer,"('compromise', 'assurance')",0.085106383,True,"2,2,24,4","16,6,3,14",,,,,,,
918,459,colplayer,"('assurance', 'compromise')",0.35,True,"16,3,6,14","2,24,2,4",,,,,,,
919,460,rowplayer,"('staghunt', 'harmony')",0.4565217391304347,False,"16,9,15,12","27,9,19,1","4,1,3,2","4,2,3,1",139.0,False,True,P1,0.4565217391304347
920,460,colplayer,"('harmony', 'staghunt')",0.9107142857142856,False,"27,19,9,1","16,15,9,12","4,3,2,1","4,3,1,2",84.0,False,True,P1,0.9107142857142856
921,461,rowplayer,"('staghunt', 'staghunt')",0.7894736842105263,False,"40,1,14,9","20,16,1,12","4,1,3,2","4,3,1,2",144.0,False,True,P1,0.7894736842105263
922,461,colplayer,"('staghunt', 'staghunt')",0.5384615384615384,False,"20,1,16,12","40,14,1,9","4,1,3,2","4,3,1,2",144.0,False,True,P1,0.5384615384615384
923,462,rowplayer,"('assurance', 'compromise')",0.25,False,"41,2,6,35","14,39,16,24","4,1,2,3","1,4,2,3",4.0,False,True,P1,0.25
924,462,colplayer,"('compromise', 'assurance')",0.03125,False,"14,16,39,24","41,6,2,35","1,2,4,3","4,2,1,3",37.0,False,True,P1,0.03125
925,463,rowplayer,"('staghunt', 'deadlock')",0.7941176470588235,True,"41,4,22,5","21,29,15,21",,,,,,,
926,463,colplayer,"('deadlock', 'staghunt')",0.4772727272727273,True,"21,15,29,21","41,22,4,5",,,,,,,
927,464,rowplayer,"('chicken', 'hero')",0.4888888888888889,False,"9,5,12,3","8,46,43,11","3,2,4,1","1,4,3,2",32.0,False,True,P1,0.4888888888888889
928,464,colplayer,"('hero', 'chicken')",0.5238095238095238,False,"8,43,46,11","9,12,5,3","1,3,4,2","3,4,2,1",87.0,False,True,P1,0.5238095238095238
929,465,rowplayer,"('hero', 'dilemma')",0.2564102564102564,False,"1,11,31,10","16,33,3,5","1,3,4,2","3,4,1,2",95.0,False,True,P1,0.2564102564102564
930,465,colplayer,"('dilemma', 'hero')",0.093023256,False,"16,3,33,5","1,31,11,10","3,1,4,2","1,4,3,2",128.0,False,True,P1,0.093023256
931,466,rowplayer,"('concord', 'compromise')",0.78125,True,"19,8,13,5","1,14,1,7",,,,,,,
932,466,colplayer,"('compromise', 'concord')",0.086956522,True,"1,1,14,7","19,13,8,5",,,,,,,
933,467,rowplayer,"('deadlock', 'leader')",0.1428571428571428,True,"21,5,25,25","10,31,18,6",,,,,,,
934,467,colplayer,"('leader', 'deadlock')",0.6857142857142857,True,"10,18,31,6","21,25,5,25",,,,,,,
935,468,rowplayer,"('dilemma', 'chicken')",0.3720930232558139,False,"19,2,34,13","16,28,3,1","3,1,4,2","3,4,2,1",123.0,False,True,P1,0.3720930232558139
936,468,colplayer,"('chicken', 'dilemma')",0.6060606060606061,False,"16,3,28,1","19,34,2,13","3,2,4,1","3,4,1,2",35.0,False,True,P1,0.6060606060606061
937,469,rowplayer,"('dilemma', 'hero')",0.42,False,"24,15,47,17","2,39,16,4","3,1,4,2","1,4,3,2",128.0,False,True,P1,0.42
938,469,colplayer,"('hero', 'dilemma')",0.375,False,"2,16,39,4","24,47,15,17","1,3,4,2","3,4,1,2",95.0,False,True,P1,0.375
939,470,rowplayer,"('peace', 'hero')",0.8947368421052632,False,"16,11,3,7","3,30,9,4","4,3,1,2","1,4,3,2",116.0,False,True,P1,0.8947368421052632
940,470,colplayer,"('hero', 'peace')",0.085714286,False,"3,9,30,4","16,3,11,7","1,3,4,2","4,1,3,2",94.0,False,True,P1,0.085714286
941,471,rowplayer,"('harmony', 'hero')",0.8484848484848485,False,"31,5,3,2","4,21,17,7","4,3,2,1","1,4,3,2",80.0,False,True,P1,0.8484848484848485
942,471,colplayer,"('hero', 'harmony')",0.4137931034482758,False,"4,17,21,7","31,3,5,2","1,3,4,2","4,2,3,1",91.0,False,True,P1,0.4137931034482758
943,472,rowplayer,"('staghunt', 'concord')",0.7368421052631579,False,"10,1,7,2","35,10,4,3","4,1,3,2","4,3,2,1",141.0,False,True,P1,0.7368421052631579
944,472,colplayer,"('concord', 'staghunt')",0.8775510204081632,False,"35,4,10,3","10,7,1,2","4,2,3,1","4,3,1,2",108.0,False,True,P1,0.8775510204081632
945,473,rowplayer,"('hero', 'leader')",0.3157894736842105,True,"5,18,18,16","6,14,13,1",,,,,,,
946,473,colplayer,"('leader', 'hero')",0.5853658536585366,True,"6,13,14,1","5,18,18,16",,,,,,,
947,474,rowplayer,"('compromise', 'hero')",0.2105263157894736,False,"9,15,26,23","2,40,12,7","1,2,4,3","1,4,3,2",44.0,False,True,P1,0.2105263157894736
948,474,colplayer,"('hero', 'compromise')",0.2647058823529412,False,"2,12,40,7","9,26,15,23","1,3,4,2","1,4,2,3",88.0,False,True,P1,0.2647058823529412
949,475,rowplayer,"('leader', 'chicken')",0.3181818181818182,False,"4,5,18,3","14,18,8,1","2,3,4,1","3,4,2,1",15.0,False,True,P1,0.3181818181818182
950,475,colplayer,"('chicken', 'leader')",0.7333333333333333,False,"14,8,18,1","4,18,5,3","3,2,4,1","2,4,3,1",26.0,False,True,P1,0.7333333333333333
951,476,rowplayer,"('harmony', 'chicken')",0.96,False,"21,20,3,2","17,22,15,8","4,3,2,1","3,4,2,1",75.0,False,True,P1,0.96
952,476,colplayer,"('chicken', 'harmony')",0.4651162790697674,False,"17,15,22,8","21,3,20,2","3,2,4,1","4,2,3,1",31.0,False,True,P1,0.4651162790697674
953,477,rowplayer,"('hero', 'harmony')",0.1428571428571428,False,"9,29,31,24","15,10,12,6","1,3,4,2","4,2,3,1",91.0,False,True,P1,0.1428571428571428
954,477,colplayer,"('harmony', 'hero')",0.7631578947368421,False,"15,12,10,6","9,31,29,24","4,3,2,1","1,4,3,2",80.0,False,True,P1,0.7631578947368421
955,478,rowplayer,"('harmony', 'hero')",0.8918918918918919,False,"23,21,7,2","3,32,14,6","4,3,2,1","1,4,3,2",80.0,False,True,P1,0.8918918918918919
956,478,colplayer,"('hero', 'harmony')",0.2,False,"3,14,32,6","23,7,21,2","1,3,4,2","4,2,3,1",91.0,False,True,P1,0.2
957,479,rowplayer,"('harmony', 'leader')",0.868421053,True,"47,26,11,2","3,12,4,3",,,,,,,
958,479,colplayer,"('leader', 'harmony')",0.093023256,True,"3,4,12,3","47,11,26,2",,,,,,,
959,480,rowplayer,"('compromise', 'safecoord')",0.1521739130434782,True,"8,8,17,14","27,6,11,13",,,,,,,
960,480,colplayer,"('safecoord', 'compromise')",0.8888888888888888,True,"27,11,6,13","8,17,8,14",,,,,,,
961,481,rowplayer,"('leader', 'dilemma')",0.7727272727272727,False,"6,18,21,4","3,11,1,2","2,3,4,1","3,4,1,2",23.0,False,True,P1,0.7727272727272727
962,481,colplayer,"('dilemma', 'leader')",0.0612244897959183,False,"3,1,11,2","6,21,18,4","3,1,4,2","2,4,3,1",122.0,False,True,P1,0.0612244897959183
