unique_id,game_id,role,topology_raw,up_choice,has_ties,cardinal_p1,cardinal_p2,ordinal_p1,ordinal_p2,canonical_id,swap_sr,swap_sc,role_relative_to_canonical,up_choice_canonical
1218,609,colplayer,"('chicken', 'peace')",0.1739130434782608,False,"14,8,47,5","22,1,20,3","3,2,4,1","4,1,3,2",34.0,False,True,P1,0.1739130434782608
1219,610,rowplayer,"('compromise', 'staghunt')",0.1714285714285714,False,"3,13,35,19","25,23,5,13","1,2,4,3","4,3,1,2",48.0,False,True,P1,0.1714285714285714
1220,610,colplayer,"('staghunt', 'compromise')",0.073170732,False,"25,5,23,13","3,35,13,19","4,1,3,2","1,4,2,3",136.0,False,True,P1,0.073170732
1221,611,rowplayer,"('leader', 'chicken')",0.7777777777777778,True,"14,16,24,2","11,29,11,6",,,,,,,
1222,611,colplayer,"('chicken', 'leader')",0.4666666666666667,True,"11,11,29,6","14,24,16,2",,,,,,,
1223,612,rowplayer,"('leader', 'deadlock')",0.7954545454545454,False,"9,12,21,1","4,15,2,5","2,3,4,1","2,4,1,3",18.0,False,True,P1,0.7954545454545454
1224,612,colplayer,"('deadlock', 'leader')",0.1176470588235294,False,"4,2,15,5","9,21,12,1","2,1,4,3","2,4,3,1",62.0,False,True,P1,0.1176470588235294
1225,613,rowplayer,"('chicken', 'compromise')",0.6,False,"33,4,34,2","10,28,15,16","3,2,4,1","1,4,2,3",28.0,False,True,P1,0.6
1226,613,colplayer,"('compromise', 'chicken')",0.3142857142857143,False,"10,15,28,16","33,34,4,2","1,2,4,3","3,4,2,1",39.0,False,True,P1,0.3142857142857143
1227,614,rowplayer,"('assurance', 'peace')",0.8809523809523809,False,"21,1,2,9","17,1,14,11","4,1,2,3","4,1,3,2",10.0,False,True,P1,0.8809523809523809
1228,614,colplayer,"('peace', 'assurance')",0.902439024390244,False,"17,14,1,11","21,2,1,9","4,3,1,2","4,2,1,3",109.0,False,True,P1,0.902439024390244
1229,615,rowplayer,"('leader', 'leader')",0.6875,False,"3,34,39,1","7,40,31,3","2,3,4,1","2,4,3,1",14.0,False,True,P1,0.6875
1230,615,colplayer,"('leader', 'leader')",0.5853658536585366,False,"7,31,40,3","3,39,34,1","2,3,4,1","2,4,3,1",14.0,False,True,P1,0.5853658536585366
1231,616,rowplayer,"('hero', 'leader')",0.4166666666666667,False,"3,12,13,10","5,10,6,1","1,3,4,2","2,4,3,1",86.0,False,True,P1,0.4166666666666667
1232,616,colplayer,"('leader', 'hero')",0.6136363636363636,False,"5,6,10,1","3,13,12,10","2,3,4,1","1,4,3,2",20.0,False,True,P1,0.6136363636363636
1233,617,rowplayer,"('safecoord', 'harmony')",0.7560975609756098,True,"24,13,12,24","40,6,17,2",,,,,,,
1234,617,colplayer,"('harmony', 'safecoord')",0.925,True,"40,17,6,2","24,12,13,24",,,,,,,
1235,618,rowplayer,"('chicken', 'deadlock')",0.7073170731707317,True,"13,13,39,2","8,43,7,32",,,,,,,
1236,618,colplayer,"('deadlock', 'chicken')",0.1034482758620689,True,"8,7,43,32","13,39,13,2",,,,,,,
1237,619,rowplayer,"('peace', 'staghunt')",0.8947368421052632,False,"30,27,8,17","12,4,2,3","4,3,1,2","4,3,1,2",120.0,False,True,P1,0.8947368421052632
1238,619,colplayer,"('staghunt', 'peace')",0.8,False,"12,2,4,3","30,8,27,17","4,1,3,2","4,1,3,2",142.0,False,True,P1,0.8
1239,620,rowplayer,"('dilemma', 'assurance')",0.3333333333333333,False,"9,2,15,3","14,4,2,13","3,1,4,2","4,2,1,3",121.0,False,True,P1,0.3333333333333333
1240,620,colplayer,"('assurance', 'dilemma')",0.5588235294117647,False,"14,2,4,13","9,15,2,3","4,1,2,3","3,4,1,2",11.0,False,True,P1,0.5588235294117647
1241,621,rowplayer,"('peace', 'leader')",0.8055555555555556,False,"37,14,10,12","8,33,15,7","4,3,1,2","2,4,3,1",110.0,False,True,P1,0.8055555555555556
1242,621,colplayer,"('leader', 'peace')",0.3823529411764705,False,"8,15,33,7","37,10,14,12","2,3,4,1","4,1,3,2",22.0,False,True,P1,0.3823529411764705
1243,622,rowplayer,"('hero', 'deadlock')",0.4782608695652174,False,"1,12,32,6","7,17,6,16","1,3,4,2","2,4,1,3",90.0,False,True,P1,0.4782608695652174
1244,622,colplayer,"('deadlock', 'hero')",0.1351351351351351,False,"7,6,17,16","1,32,12,6","2,1,4,3","1,4,3,2",68.0,False,True,P1,0.1351351351351351
1245,623,rowplayer,"('assurance', 'assurance')",0.935483870967742,True,"7,3,3,4","8,2,1,5",,,,,,,
1246,623,colplayer,"('assurance', 'assurance')",0.7380952380952381,True,"8,1,2,5","7,3,3,4",,,,,,,
1247,624,rowplayer,"('safecoord', 'compromise')",0.4782608695652174,False,"33,8,3,30","2,28,11,22","4,2,1,3","1,4,2,3",52.0,False,True,P1,0.4782608695652174
1248,624,colplayer,"('compromise', 'safecoord')",0.1071428571428571,False,"2,11,28,22","33,3,8,30","1,2,4,3","4,1,2,3",41.0,False,True,P1,0.1071428571428571
1249,625,rowplayer,"('chicken', 'chicken')",0.8181818181818182,False,"21,14,24,3","12,42,6,4","3,2,4,1","3,4,2,1",27.0,False,True,P1,0.8181818181818182
1250,625,colplayer,"('chicken', 'chicken')",0.2727272727272727,False,"12,6,42,4","21,24,14,3","3,2,4,1","3,4,2,1",27.0,False,True,P1,0.2727272727272727
1251,626,rowplayer,"('chicken', 'chicken')",0.3720930232558139,False,"6,5,13,3","23,26,21,14","3,2,4,1","3,4,2,1",27.0,False,True,P1,0.3720930232558139
1252,626,colplayer,"('chicken', 'chicken')",0.75,False,"23,21,26,14","6,13,5,3","3,2,4,1","3,4,2,1",27.0,False,True,P1,0.75
1253,627,rowplayer,"('assurance', 'dilemma')",0.8387096774193549,False,"27,14,16,21","24,25,7,13","4,1,2,3","3,4,1,2",11.0,False,True,P1,0.8387096774193549
1254,627,colplayer,"('dilemma', 'assurance')",0.3888888888888889,False,"24,7,25,13","27,16,14,21","3,1,4,2","4,2,1,3",121.0,False,True,P1,0.3888888888888889
1255,628,rowplayer,"('chicken', 'peace')",0.8709677419354839,False,"25,8,31,1","30,2,12,4","3,2,4,1","4,1,3,2",34.0,False,True,P1,0.8709677419354839
1256,628,colplayer,"('peace', 'chicken')",0.9361702127659576,False,"30,12,2,4","25,31,8,1","4,3,1,2","3,4,2,1",111.0,False,True,P1,0.9361702127659576
1257,629,rowplayer,"('chicken', 'leader')",0.5384615384615384,False,"17,14,22,9","3,26,23,1","3,2,4,1","2,4,3,1",26.0,False,True,P1,0.5384615384615384
1258,629,colplayer,"('leader', 'chicken')",0.7837837837837838,False,"3,23,26,1","17,22,14,9","2,3,4,1","3,4,2,1",15.0,False,True,P1,0.7837837837837838
1259,630,rowplayer,"('staghunt', 'assurance')",0.4888888888888889,False,"16,7,15,11","23,8,1,11","4,1,3,2","4,2,1,3",133.0,False,True,P1,0.4888888888888889
1260,630,colplayer,"('assurance', 'staghunt')",0.6216216216216216,False,"23,1,8,11","16,15,7,11","4,1,2,3","4,3,1,2",12.0,False,True,P1,0.6216216216216216
1261,631,rowplayer,"('leader', 'leader')",0.8235294117647058,False,"7,12,14,1","3,17,5,2","2,3,4,1","2,4,3,1",14.0,False,True,P1,0.8235294117647058
1262,631,colplayer,"('leader', 'leader')",0.3666666666666666,False,"3,5,17,2","7,14,12,1","2,3,4,1","2,4,3,1",14.0,False,True,P1,0.3666666666666666
1263,632,rowplayer,"('harmony', 'staghunt')",0.9761904761904762,False,"19,9,7,1","25,20,5,9","4,3,2,1","4,3,1,2",84.0,False,True,P1,0.9761904761904762
1264,632,colplayer,"('staghunt', 'harmony')",0.8048780487804879,False,"25,5,20,9","19,7,9,1","4,1,3,2","4,2,3,1",139.0,False,True,P1,0.8048780487804879
1265,633,rowplayer,"('dilemma', 'leader')",0.2127659574468085,True,"9,3,46,5","1,33,7,1",,,,,,,
1266,633,colplayer,"('leader', 'dilemma')",0.5357142857142857,True,"1,7,33,1","9,46,3,5",,,,,,,
1267,634,rowplayer,"('concord', 'safecoord')",0.875,False,"25,19,23,11","37,3,7,13","4,2,3,1","4,1,2,3",101.0,False,True,P1,0.875
1268,634,colplayer,"('safecoord', 'concord')",0.8333333333333334,False,"37,7,3,13","25,23,19,11","4,2,1,3","4,3,2,1",57.0,False,True,P1,0.8333333333333334
1269,635,rowplayer,"('leader', 'deadlock')",0.7142857142857143,True,"12,22,23,10","5,7,3,5",,,,,,,
1270,635,colplayer,"('deadlock', 'leader')",0.2142857142857142,True,"5,3,7,5","12,23,22,10",,,,,,,
1271,636,rowplayer,"('deadlock', 'compromise')",0.2647058823529412,True,"8,6,14,8","1,11,3,4",,,,,,,
1272,636,colplayer,"('compromise', 'deadlock')",0.119047619047619,True,"1,3,11,4","8,14,6,8",,,,,,,
1273,637,rowplayer,"('assurance', 'peace')",0.6216216216216216,False,"32,5,12,22","28,6,12,9","4,1,2,3","4,1,3,2",10.0,False,True,P1,0.6216216216216216
1274,637,colplayer,"('peace', 'assurance')",1.0,False,"28,12,6,9","32,12,5,22","4,3,1,2","4,2,1,3",109.0,False,True,P1,1.0
1275,638,rowplayer,"('leader', 'leader')",0.4634146341463415,True,"2,10,25,2","8,19,9,1",,,,,,,
1276,638,colplayer,"('leader', 'leader')",0.4857142857142857,True,"8,9,19,1","2,25,10,2",,,,,,,
1277,639,rowplayer,"('assurance', 'concord')",0.7906976744186046,False,"30,15,18,20","15,12,3,2","4,1,2,3","4,3,2,1",9.0,False,True,P1,0.7906976744186046
1278,639,colplayer,"('concord', 'assurance')",0.8780487804878049,False,"15,3,12,2","30,18,15,20","4,2,3,1","4,2,1,3",97.0,False,True,P1,0.8780487804878049
1279,640,rowplayer,"('safecoord', 'deadlock')",0.5172413793103449,False,"27,9,8,18","23,36,14,24","4,2,1,3","2,4,1,3",54.0,False,True,P1,0.5172413793103449
1280,640,colplayer,"('deadlock', 'safecoord')",0.5555555555555556,False,"23,14,36,24","27,8,9,18","2,1,4,3","4,1,2,3",65.0,False,True,P1,0.5555555555555556
1281,641,rowplayer,"('chicken', 'compromise')",0.5853658536585366,False,"14,8,25,2","1,26,5,18","3,2,4,1","1,4,2,3",28.0,False,True,P1,0.5853658536585366
1282,641,colplayer,"('compromise', 'chicken')",0.1842105263157894,False,"1,5,26,18","14,25,8,2","1,2,4,3","3,4,2,1",39.0,False,True,P1,0.1842105263157894
1283,642,rowplayer,"('deadlock', 'chicken')",0.096774194,False,"8,1,28,16","14,15,8,3","2,1,4,3","3,4,2,1",63.0,False,True,P1,0.096774194
1284,642,colplayer,"('chicken', 'deadlock')",0.8205128205128205,False,"14,8,15,3","8,28,1,16","3,2,4,1","2,4,1,3",30.0,False,True,P1,0.8205128205128205
1285,643,rowplayer,"('staghunt', 'staghunt')",0.6808510638297872,False,"8,1,7,3","21,12,2,3","4,1,3,2","4,3,1,2",144.0,False,True,P1,0.6808510638297872
1286,643,colplayer,"('staghunt', 'staghunt')",0.8857142857142857,False,"21,2,12,3","8,7,1,3","4,1,3,2","4,3,1,2",144.0,False,True,P1,0.8857142857142857
1287,644,rowplayer,"('staghunt', 'safecoord')",0.5128205128205128,False,"32,18,30,22","27,5,11,15","4,1,3,2","4,1,2,3",137.0,False,True,P1,0.5128205128205128
1288,644,colplayer,"('safecoord', 'staghunt')",0.9032258064516128,False,"27,11,5,15","32,30,18,22","4,2,1,3","4,3,1,2",60.0,False,True,P1,0.9032258064516128
1289,645,rowplayer,"('deadlock', 'safecoord')",0.1891891891891892,False,"6,5,28,8","19,3,6,15","2,1,4,3","4,1,2,3",65.0,False,True,P1,0.1891891891891892
1290,645,colplayer,"('safecoord', 'deadlock')",0.7428571428571429,False,"19,6,3,15","6,28,5,8","4,2,1,3","2,4,1,3",54.0,False,True,P1,0.7428571428571429
1291,646,rowplayer,"('deadlock', 'leader')",0.1515151515151515,False,"7,3,28,15","19,31,24,11","2,1,4,3","2,4,3,1",62.0,False,True,P1,0.1515151515151515
1292,646,colplayer,"('leader', 'deadlock')",0.7368421052631579,False,"19,24,31,11","7,28,3,15","2,3,4,1","2,4,1,3",18.0,False,True,P1,0.7368421052631579
1293,647,rowplayer,"('dilemma', 'staghunt')",0.4666666666666667,False,"25,9,34,17","27,12,1,4","3,1,4,2","4,3,1,2",132.0,False,True,P1,0.4666666666666667
1294,647,colplayer,"('staghunt', 'dilemma')",0.525,False,"27,1,12,4","25,34,9,17","4,1,3,2","3,4,1,2",143.0,False,True,P1,0.525
1295,648,rowplayer,"('staghunt', 'harmony')",0.58,True,"30,3,19,12","13,9,9,1",,,,,,,
1296,648,colplayer,"('harmony', 'staghunt')",0.9393939393939394,True,"13,9,9,1","30,19,3,12",,,,,,,
1297,649,rowplayer,"('compromise', 'concord')",0.2444444444444444,False,"1,3,13,4","32,20,14,3","1,2,4,3","4,3,2,1",45.0,False,True,P1,0.2444444444444444
1298,649,colplayer,"('concord', 'compromise')",0.8666666666666667,False,"32,14,20,3","1,13,3,4","4,2,3,1","1,4,2,3",100.0,False,True,P1,0.8666666666666667
1299,650,rowplayer,"('safecoord', 'harmony')",0.9545454545454546,True,"21,8,5,16","28,15,28,4",,,,,,,
1300,650,colplayer,"('harmony', 'safecoord')",0.95,True,"28,28,15,4","21,5,8,16",,,,,,,
1301,651,rowplayer,"('harmony', 'hero')",0.9393939393939394,False,"22,19,11,8","1,17,3,2","4,3,2,1","1,4,3,2",80.0,False,True,P1,0.9393939393939394
1302,651,colplayer,"('hero', 'harmony')",0.1842105263157894,False,"1,3,17,2","22,11,19,8","1,3,4,2","4,2,3,1",91.0,False,True,P1,0.1842105263157894
1303,652,rowplayer,"('assurance', 'deadlock')",0.6785714285714286,False,"36,8,9,12","8,31,7,13","4,1,2,3","2,4,1,3",6.0,False,True,P1,0.6785714285714286
1304,652,colplayer,"('deadlock', 'assurance')",0.1034482758620689,False,"8,7,31,13","36,9,8,12","2,1,4,3","4,2,1,3",61.0,False,True,P1,0.1034482758620689
1305,653,rowplayer,"('leader', 'hero')",0.5641025641025641,False,"5,19,29,2","4,24,16,11","2,3,4,1","1,4,3,2",20.0,False,True,P1,0.5641025641025641
1306,653,colplayer,"('hero', 'leader')",0.2619047619047619,False,"4,16,24,11","5,29,19,2","1,3,4,2","2,4,3,1",86.0,False,True,P1,0.2619047619047619
1307,654,rowplayer,"('peace', 'hero')",0.8918918918918919,False,"43,30,4,15","3,28,21,14","4,3,1,2","1,4,3,2",116.0,False,True,P1,0.8918918918918919
1308,654,colplayer,"('hero', 'peace')",0.1142857142857142,False,"3,21,28,14","43,4,30,15","1,3,4,2","4,1,3,2",94.0,False,True,P1,0.1142857142857142
1309,655,rowplayer,"('leader', 'compromise')",0.4418604651162791,False,"2,3,7,1","2,34,20,23","2,3,4,1","1,4,2,3",16.0,False,True,P1,0.4418604651162791
1310,655,colplayer,"('compromise', 'leader')",0.3720930232558139,False,"2,20,34,23","2,7,3,1","1,2,4,3","2,4,3,1",38.0,False,True,P1,0.3720930232558139
1311,656,rowplayer,"('staghunt', 'concord')",0.8823529411764706,False,"32,18,21,19","14,8,2,1","4,1,3,2","4,3,2,1",141.0,False,True,P1,0.8823529411764706
1312,656,colplayer,"('concord', 'staghunt')",0.9666666666666668,False,"14,2,8,1","32,21,18,19","4,2,3,1","4,3,1,2",108.0,False,True,P1,0.9666666666666668
1313,657,rowplayer,"('peace', 'safecoord')",0.8913043478260869,False,"25,23,3,11","9,1,3,8","4,3,1,2","4,1,2,3",113.0,False,True,P1,0.8913043478260869
1314,657,colplayer,"('safecoord', 'peace')",0.9,False,"9,3,1,8","25,3,23,11","4,2,1,3","4,1,3,2",58.0,False,True,P1,0.9
1315,658,rowplayer,"('dilemma', 'hero')",0.1666666666666666,False,"10,1,33,6","5,23,15,7","3,1,4,2","1,4,3,2",128.0,False,True,P1,0.1666666666666666
1316,658,colplayer,"('hero', 'dilemma')",0.5483870967741935,False,"5,15,23,7","10,33,1,6","1,3,4,2","3,4,1,2",95.0,False,True,P1,0.5483870967741935
1317,659,rowplayer,"('chicken', 'concord')",0.2333333333333333,False,"4,3,24,2","18,12,8,2","3,2,4,1","4,3,2,1",33.0,False,True,P1,0.2333333333333333
1318,659,colplayer,"('concord', 'chicken')",0.8103448275862069,False,"18,8,12,2","4,24,3,2","4,2,3,1","3,4,2,1",99.0,False,True,P1,0.8103448275862069
1319,660,rowplayer,"('hero', 'harmony')",0.055555556,False,"5,32,47,10","27,18,22,7","1,3,4,2","4,2,3,1",91.0,False,True,P1,0.055555556
1320,660,colplayer,"('harmony', 'hero')",0.8936170212765957,False,"27,22,18,7","5,47,32,10","4,3,2,1","1,4,3,2",80.0,False,True,P1,0.8936170212765957
1321,661,rowplayer,"('safecoord', 'deadlock')",0.7857142857142857,False,"22,9,6,19","7,10,1,8","4,2,1,3","2,4,1,3",54.0,False,True,P1,0.7857142857142857
1322,661,colplayer,"('deadlock', 'safecoord')",0.095238095,False,"7,1,10,8","22,6,9,19","2,1,4,3","4,1,2,3",65.0,False,True,P1,0.095238095
1323,662,rowplayer,"('peace', 'assurance')",0.8378378378378378,False,"32,13,6,7","14,4,3,10","4,3,1,2","4,2,1,3",109.0,False,True,P1,0.8378378378378378
1324,662,colplayer,"('assurance', 'peace')",0.7659574468085106,False,"14,3,4,10","32,6,13,7","4,1,2,3","4,1,3,2",10.0,False,True,P1,0.7659574468085106
1325,663,rowplayer,"('chicken', 'leader')",0.4390243902439024,False,"12,5,20,2","15,18,17,10","3,2,4,1","2,4,3,1",26.0,False,True,P1,0.4390243902439024
1326,663,colplayer,"('leader', 'chicken')",0.72,False,"15,17,18,10","12,20,5,2","2,3,4,1","3,4,2,1",15.0,False,True,P1,0.72
1327,664,rowplayer,"('safecoord', 'staghunt')",0.8846153846153846,True,"39,9,6,20","18,12,10,10",,,,,,,
1328,664,colplayer,"('staghunt', 'safecoord')",0.8214285714285714,True,"18,10,12,10","39,6,9,20",,,,,,,
1329,665,rowplayer,"('assurance', 'assurance')",0.7380952380952381,False,"34,6,12,16","12,4,1,7","4,1,2,3","4,2,1,3",1.0,False,True,P1,0.7380952380952381
1330,665,colplayer,"('assurance', 'assurance')",0.5135135135135135,False,"12,1,4,7","34,12,6,16","4,1,2,3","4,2,1,3",1.0,False,True,P1,0.5135135135135135
1331,666,rowplayer,"('safecoord', 'deadlock')",0.6521739130434783,False,"31,2,1,13","5,34,4,6","4,2,1,3","2,4,1,3",54.0,False,True,P1,0.6521739130434783
1332,666,colplayer,"('deadlock', 'safecoord')",0.1428571428571428,False,"5,4,34,6","31,1,2,13","2,1,4,3","4,1,2,3",65.0,False,True,P1,0.1428571428571428
1333,667,rowplayer,"('staghunt', 'dilemma')",0.7045454545454546,False,"15,3,13,5","9,24,1,3","4,1,3,2","3,4,1,2",143.0,False,True,P1,0.7045454545454546
1334,667,colplayer,"('dilemma', 'staghunt')",0.3243243243243243,False,"9,1,24,3","15,13,3,5","3,1,4,2","4,3,1,2",132.0,False,True,P1,0.3243243243243243
1335,668,rowplayer,"('staghunt', 'chicken')",0.45,True,"8,1,4,3","5,22,2,2",,,,,,,
1336,668,colplayer,"('chicken', 'staghunt')",0.3,True,"5,2,22,2","8,4,1,3",,,,,,,
1337,669,rowplayer,"('concord', 'safecoord')",0.935483870967742,False,"30,9,28,4","38,10,21,36","4,2,3,1","4,1,2,3",101.0,False,True,P1,0.935483870967742
1338,669,colplayer,"('safecoord', 'concord')",0.95,False,"38,21,10,36","30,28,9,4","4,2,1,3","4,3,2,1",57.0,False,True,P1,0.95
1339,670,rowplayer,"('hero', 'deadlock')",0.3333333333333333,True,"7,12,33,8","5,29,3,29",,,,,,,
1340,670,colplayer,"('deadlock', 'hero')",0.076923077,True,"5,3,29,29","7,33,12,8",,,,,,,
1341,671,rowplayer,"('assurance', 'assurance')",0.8928571428571429,False,"31,1,3,7","31,9,6,27","4,1,2,3","4,2,1,3",1.0,False,True,P1,0.8928571428571429
1342,671,colplayer,"('assurance', 'assurance')",0.7317073170731707,False,"31,6,9,27","31,3,1,7","4,1,2,3","4,2,1,3",1.0,False,True,P1,0.7317073170731707
1343,672,rowplayer,"('staghunt', 'staghunt')",0.6346153846153846,False,"33,11,26,24","32,13,1,3","4,1,3,2","4,3,1,2",144.0,False,True,P1,0.6346153846153846
1344,672,colplayer,"('staghunt', 'staghunt')",0.7608695652173914,False,"32,1,13,3","33,26,11,24","4,1,3,2","4,3,1,2",144.0,False,True,P1,0.7608695652173914
1345,673,rowplayer,"('harmony', 'hero')",0.7948717948717948,False,"12,5,4,3","1,23,7,4","4,3,2,1","1,4,3,2",80.0,False,True,P1,0.7948717948717948
1346,673,colplayer,"('hero', 'harmony')",0.1463414634146341,False,"1,7,23,4","12,4,5,3","1,3,4,2","4,2,3,1",91.0,False,True,P1,0.1463414634146341
1347,674,rowplayer,"('staghunt', 'assurance')",0.75,False,"29,2,14,7","28,23,4,26","4,1,3,2","4,2,1,3",133.0,False,True,P1,0.75
1348,674,colplayer,"('assurance', 'staghunt')",0.5272727272727272,False,"28,4,23,26","29,14,2,7","4,1,2,3","4,3,1,2",12.0,False,True,P1,0.5272727272727272
1349,675,rowplayer,"('safecoord', 'staghunt')",0.7906976744186046,False,"33,17,8,28","18,10,1,2","4,2,1,3","4,3,1,2",60.0,False,True,P1,0.7906976744186046
1350,675,colplayer,"('staghunt', 'safecoord')",0.7567567567567568,False,"18,1,10,2","33,8,17,28","4,1,3,2","4,1,2,3",137.0,False,True,P1,0.7567567567567568
1351,676,rowplayer,"('concord', 'staghunt')",0.951219512195122,False,"20,3,6,1","18,15,5,11","4,2,3,1","4,3,1,2",108.0,False,True,P1,0.951219512195122
1352,676,colplayer,"('staghunt', 'concord')",0.631578947,False,"18,5,15,11","20,6,3,1","4,1,3,2","4,3,2,1",141.0,False,True,P1,0.631578947
1353,677,rowplayer,"('peace', 'safecoord')",0.94,False,"34,33,16,23","15,1,4,12","4,3,1,2","4,1,2,3",113.0,False,True,P1,0.94
1354,677,colplayer,"('safecoord', 'peace')",0.8536585365853658,False,"15,4,1,12","34,16,33,23","4,2,1,3","4,1,3,2",58.0,False,True,P1,0.8536585365853658
1355,678,rowplayer,"('safecoord', 'safecoord')",0.8918918918918919,False,"19,14,6,15","45,2,7,9","4,2,1,3","4,1,2,3",53.0,False,True,P1,0.8918918918918919
1356,678,colplayer,"('safecoord', 'safecoord')",0.8529411764705882,False,"45,7,2,9","19,6,14,15","4,2,1,3","4,1,2,3",53.0,False,True,P1,0.8529411764705882
1357,679,rowplayer,"('deadlock', 'chicken')",0.1764705882352941,False,"6,3,17,7","18,27,4,2","2,1,4,3","3,4,2,1",63.0,False,True,P1,0.1764705882352941
1358,679,colplayer,"('chicken', 'deadlock')",0.55,False,"18,4,27,2","6,17,3,7","3,2,4,1","2,4,1,3",30.0,False,True,P1,0.55
1359,680,rowplayer,"('assurance', 'dilemma')",0.6333333333333333,False,"19,2,3,14","13,22,1,6","4,1,2,3","3,4,1,2",11.0,False,True,P1,0.6333333333333333
1360,680,colplayer,"('dilemma', 'assurance')",0.35,False,"13,1,22,6","19,3,2,14","3,1,4,2","4,2,1,3",121.0,False,True,P1,0.35
1361,681,rowplayer,"('safecoord', 'concord')",0.9019607843137256,False,"28,8,6,15","18,13,4,1","4,2,1,3","4,3,2,1",57.0,False,True,P1,0.9019607843137256
1362,681,colplayer,"('concord', 'safecoord')",0.8809523809523809,False,"18,4,13,1","28,6,8,15","4,2,3,1","4,1,2,3",101.0,False,True,P1,0.8809523809523809
1363,682,rowplayer,"('dilemma', 'hero')",0.2162162162162162,True,"37,4,37,8","11,35,17,16",,,,,,,
1364,682,colplayer,"('hero', 'dilemma')",0.3548387096774194,True,"11,17,35,16","37,37,4,8",,,,,,,
1365,683,rowplayer,"('safecoord', 'concord')",0.8431372549019608,False,"28,15,6,17","26,14,6,3","4,2,1,3","4,3,2,1",57.0,False,True,P1,0.8431372549019608
1366,683,colplayer,"('concord', 'safecoord')",0.9210526315789472,False,"26,6,14,3","28,6,15,17","4,2,3,1","4,1,2,3",101.0,False,True,P1,0.9210526315789472
1367,684,rowplayer,"('harmony', 'assurance')",0.94,False,"30,19,12,5","23,14,3,16","4,3,2,1","4,2,1,3",73.0,False,True,P1,0.94
1368,684,colplayer,"('assurance', 'harmony')",0.5,False,"23,3,14,16","30,12,19,5","4,1,2,3","4,2,3,1",7.0,False,True,P1,0.5
1369,685,rowplayer,"('dilemma', 'leader')",0.3255813953488372,False,"25,1,28,2","4,12,9,3","3,1,4,2","2,4,3,1",122.0,False,True,P1,0.3255813953488372
1370,685,colplayer,"('leader', 'dilemma')",0.6470588235294118,False,"4,9,12,3","25,28,1,2","2,3,4,1","3,4,1,2",23.0,False,True,P1,0.6470588235294118
1371,686,rowplayer,"('compromise', 'concord')",0.1739130434782608,False,"2,6,13,7","17,12,8,7","1,2,4,3","4,3,2,1",45.0,False,True,P1,0.1739130434782608
1372,686,colplayer,"('concord', 'compromise')",0.8571428571428571,False,"17,8,12,7","2,13,6,7","4,2,3,1","1,4,2,3",100.0,False,True,P1,0.8571428571428571
1373,687,rowplayer,"('concord', 'leader')",0.7560975609756098,False,"22,2,21,1","8,33,10,1","4,2,3,1","2,4,3,1",98.0,False,True,P1,0.7560975609756098
1374,687,colplayer,"('leader', 'concord')",0.5106382978723404,False,"8,10,33,1","22,21,2,1","2,3,4,1","4,3,2,1",21.0,False,True,P1,0.5106382978723404
1375,688,rowplayer,"('assurance', 'assurance')",0.525,True,"17,1,4,17","32,11,9,14",,,,,,,
1376,688,colplayer,"('assurance', 'assurance')",0.868421053,True,"32,9,11,14","17,4,1,17",,,,,,,
1377,689,rowplayer,"('concord', 'chicken')",0.8461538461538461,False,"47,18,39,17","16,17,15,5","4,2,3,1","3,4,2,1",99.0,False,True,P1,0.8461538461538461
1378,689,colplayer,"('chicken', 'concord')",0.9,False,"16,15,17,5","47,39,18,17","3,2,4,1","4,3,2,1",33.0,False,True,P1,0.9
1379,690,rowplayer,"('concord', 'staghunt')",0.9473684210526316,False,"26,12,13,8","33,31,1,26","4,2,3,1","4,3,1,2",108.0,False,True,P1,0.9473684210526316
1380,690,colplayer,"('staghunt', 'concord')",0.4137931034482758,False,"33,1,31,26","26,13,12,8","4,1,3,2","4,3,2,1",141.0,False,True,P1,0.4137931034482758
1381,691,rowplayer,"('harmony', 'safecoord')",0.8292682926829268,True,"23,11,11,3","26,1,2,22",,,,,,,
1382,691,colplayer,"('safecoord', 'harmony')",0.8857142857142857,True,"26,2,1,22","23,11,11,3",,,,,,,
1383,692,rowplayer,"('hero', 'deadlock')",0.5909090909090909,False,"4,17,28,9","12,36,7,15","1,3,4,2","2,4,1,3",90.0,False,True,P1,0.5909090909090909
1384,692,colplayer,"('deadlock', 'hero')",0.048780488,False,"12,7,36,15","4,28,17,9","2,1,4,3","1,4,3,2",68.0,False,True,P1,0.048780488
1385,693,rowplayer,"('staghunt', 'safecoord')",0.5909090909090909,False,"28,6,22,11","30,3,6,26","4,1,3,2","4,1,2,3",137.0,False,True,P1,0.5909090909090909
1386,693,colplayer,"('safecoord', 'staghunt')",0.8285714285714286,False,"30,6,3,26","28,22,6,11","4,2,1,3","4,3,1,2",60.0,False,True,P1,0.8285714285714286
1387,694,rowplayer,"('hero', 'peace')",0.1818181818181818,False,"12,32,44,15","14,2,12,3","1,3,4,2","4,1,3,2",94.0,False,True,P1,0.1818181818181818
1388,694,colplayer,"('peace', 'hero')",0.9629629629629628,False,"14,12,2,3","12,44,32,15","4,3,1,2","1,4,3,2",116.0,False,True,P1,0.9629629629629628
1389,695,rowplayer,"('concord', 'safecoord')",0.7446808510638298,False,"33,9,21,7","24,1,14,19","4,2,3,1","4,1,2,3",101.0,False,True,P1,0.7446808510638298
