model,mode,steer_layer,variant,game_code,counterbalance_id,range_letter,range_act0,range_canon,flip_letter,flip_action,flip_canon,family,wave
qwen_instruct,h1_dinc,79,main,AsPc,0,0.8921,0.8921,0.8921,1,1,1,OD2,5
qwen_instruct,h1_dinc,79,main,AsPc,1,0.7979,0.7979,0.7979,1,1,1,OD2,5
qwen_instruct,h1_dinc,79,main,AsPc,2,0.6700999999999999,0.6700999999999999,0.6700999999999999,1,1,1,OD2,5
qwen_instruct,h1_dinc,79,main,AsPc,3,0.3192,0.31919999999999993,0.31919999999999993,0,0,0,OD2,5
qwen_instruct,h1_dinc,79,main,AsPd,0,0.8678,0.8678,0.8678,1,1,1,OD1,6
qwen_instruct,h1_dinc,79,main,AsPd,1,0.7823,0.7823,0.7823,1,1,1,OD1,6
qwen_instruct,h1_dinc,79,main,AsPd,2,0.8817,0.8817,0.8817,1,1,1,OD1,6
qwen_instruct,h1_dinc,79,main,AsPd,3,0.5869,0.5869,0.5869,1,1,1,OD1,6
qwen_instruct,h1_dinc,79,main,AsSh,0,0.8151,0.8151,0.8151,1,1,1,CO1,3
qwen_instruct,h1_dinc,79,main,AsSh,1,0.6693,0.6693,0.6693,1,1,1,CO1,3
qwen_instruct,h1_dinc,79,main,AsSh,2,0.8215,0.8215,0.8215,1,1,1,CO1,3
qwen_instruct,h1_dinc,79,main,AsSh,3,0.528,0.528,0.528,0,0,0,CO1,3
qwen_instruct,h1_dinc,79,main,BaAs,0,0.6166,0.6166,0.6166,0,0,0,MP,1
qwen_instruct,h1_dinc,79,main,BaAs,1,0.40540000000000004,0.40540000000000004,0.40540000000000004,0,0,0,MP,1
qwen_instruct,h1_dinc,79,main,BaAs,2,0.8765000000000001,0.8765000000000001,0.8765000000000001,1,1,1,MP,1
qwen_instruct,h1_dinc,79,main,BaAs,3,0.7199,0.7199,0.7199,1,1,1,MP,1
qwen_instruct,h1_dinc,79,main,BaBa,0,0.4964,0.4964,0.4964,0,0,0,CO2,3
qwen_instruct,h1_dinc,79,main,BaBa,1,0.3751,0.3751,0.3751,0,0,0,CO2,3
qwen_instruct,h1_dinc,79,main,BaBa,2,0.7433,0.7433,0.7433,1,1,1,CO2,3
qwen_instruct,h1_dinc,79,main,BaBa,3,0.8929,0.8929,0.8929,1,1,1,CO2,3
qwen_instruct,h1_dinc,79,main,BaCh,0,0.6158,0.6158,0.6158,0,0,0,CO2,4
qwen_instruct,h1_dinc,79,main,BaCh,1,0.4968,0.4968,0.4968,0,0,0,CO2,4
qwen_instruct,h1_dinc,79,main,BaCh,2,0.8603999999999999,0.8603999999999999,0.8603999999999999,1,1,1,CO2,4
qwen_instruct,h1_dinc,79,main,BaCh,3,0.8771,0.8771,0.8771,1,1,1,CO2,4
qwen_instruct,h1_dinc,79,main,BaCm,0,0.4051,0.4051,0.4051,0,0,0,OD1,1
qwen_instruct,h1_dinc,79,main,BaCm,1,0.3187,0.3187,0.3187,0,0,0,OD1,1
qwen_instruct,h1_dinc,79,main,BaCm,2,0.6978,0.6977999999999999,0.6977999999999999,1,1,1,OD1,1
qwen_instruct,h1_dinc,79,main,BaCm,3,0.8446,0.8446,0.8446,1,1,1,OD1,1
qwen_instruct,h1_dinc,79,main,BaCo,0,0.46659999999999996,0.46659999999999996,0.46659999999999996,0,0,0,MP,3
qwen_instruct,h1_dinc,79,main,BaCo,1,0.2212,0.2212,0.2212,0,0,0,MP,3
qwen_instruct,h1_dinc,79,main,BaCo,2,0.8170999999999999,0.8170999999999999,0.8170999999999999,1,1,1,MP,3
qwen_instruct,h1_dinc,79,main,BaCo,3,0.7842,0.7842,0.7842,1,1,1,MP,3
qwen_instruct,h1_dinc,79,main,BaDl,0,0.43429999999999996,0.43429999999999996,0.43429999999999996,0,0,0,OD1,3
qwen_instruct,h1_dinc,79,main,BaDl,1,0.2922,0.2922,0.2922,0,0,0,OD1,3
qwen_instruct,h1_dinc,79,main,BaDl,2,0.8788,0.8788,0.8788,1,1,1,OD1,3
qwen_instruct,h1_dinc,79,main,BaDl,3,0.8379,0.8379,0.8379,1,1,1,OD1,3
qwen_instruct,h1_dinc,79,main,BaHa,0,0.5569999999999999,0.5569999999999999,0.5569999999999999,0,0,0,OD2,2
qwen_instruct,h1_dinc,79,main,BaHa,1,0.375,0.375,0.375,0,0,0,OD2,2
qwen_instruct,h1_dinc,79,main,BaHa,2,0.867,0.867,0.867,1,1,1,OD2,2
qwen_instruct,h1_dinc,79,main,BaHa,3,0.7991,0.7991,0.7991,1,1,1,OD2,2
qwen_instruct,h1_dinc,79,main,BaHr,0,0.3472,0.3472,0.3472,0,0,0,CO1,5
qwen_instruct,h1_dinc,79,main,BaHr,1,0.31889999999999996,0.31889999999999996,0.31889999999999996,0,0,0,CO1,5
qwen_instruct,h1_dinc,79,main,BaHr,2,0.5575999999999999,0.5576,0.5576,1,1,1,CO1,5
qwen_instruct,h1_dinc,79,main,BaHr,3,0.8873,0.8873,0.8873,1,1,1,CO1,5
qwen_instruct,h1_dinc,79,main,BaNc,0,0.7438,0.7438,0.7438,0,0,0,OD2,4
qwen_instruct,h1_dinc,79,main,BaNc,1,0.3478,0.3478,0.3478,0,0,0,OD2,4
qwen_instruct,h1_dinc,79,main,BaNc,2,0.8332999999999999,0.8332999999999999,0.8332999999999999,1,1,1,OD2,4
qwen_instruct,h1_dinc,79,main,BaNc,3,0.5875,0.5875,0.5875,0,0,0,OD2,4
qwen_instruct,h1_dinc,79,main,BaPc,0,0.4652,0.4652,0.46519999999999995,0,0,0,OD2,6
qwen_instruct,h1_dinc,79,main,BaPc,1,0.29259999999999997,0.29259999999999997,0.2926000000000001,0,0,0,OD2,6
qwen_instruct,h1_dinc,79,main,BaPc,2,0.8312,0.8312,0.8312,1,1,1,OD2,6
qwen_instruct,h1_dinc,79,main,BaPc,3,0.8518,0.8518,0.8518,1,1,1,OD2,6
qwen_instruct,h1_dinc,79,main,BaPd,0,0.6446,0.6446,0.6446,0,0,0,OD1,5
qwen_instruct,h1_dinc,79,main,BaPd,1,0.3754,0.3754,0.3754,0,0,0,OD1,5
qwen_instruct,h1_dinc,79,main,BaPd,2,0.7612,0.7612,0.7612,1,1,1,OD1,5
qwen_instruct,h1_dinc,79,main,BaPd,3,0.8798999999999999,0.8798999999999999,0.8798999999999999,1,1,1,OD1,5
qwen_instruct,h1_dinc,79,main,BaSh,0,0.5570999999999999,0.5570999999999999,0.5570999999999999,1,1,1,MP,5
qwen_instruct,h1_dinc,79,main,BaSh,1,0.5268999999999999,0.5268999999999999,0.5268999999999999,0,0,0,MP,5
qwen_instruct,h1_dinc,79,main,BaSh,2,0.8314,0.8314,0.8314,1,1,1,MP,5
qwen_instruct,h1_dinc,79,main,BaSh,3,0.3743,0.3743000000000001,0.3743000000000001,0,0,0,MP,5
qwen_instruct,h1_dinc,79,main,ChAs,0,0.7224999999999999,0.7224999999999999,0.7224999999999999,0,0,0,MP,7
qwen_instruct,h1_dinc,79,main,ChAs,1,0.3746,0.3746,0.3746,0,0,0,MP,7
qwen_instruct,h1_dinc,79,main,ChAs,2,0.7407,0.7407,0.7407,1,1,1,MP,7
qwen_instruct,h1_dinc,79,main,ChAs,3,0.8446,0.8446,0.8446,1,1,1,MP,7
qwen_instruct,h1_dinc,79,main,ChBa,0,0.2681,0.2681,0.2681,0,0,0,CO2,5
qwen_instruct,h1_dinc,79,main,ChBa,1,0.1191,0.1191,0.1191,0,0,0,CO2,5
qwen_instruct,h1_dinc,79,main,ChBa,2,0.6708,0.6708,0.6708,1,1,1,CO2,5
qwen_instruct,h1_dinc,79,main,ChBa,3,0.882,0.882,0.882,1,1,1,CO2,5
qwen_instruct,h1_dinc,79,main,ChCh,0,0.4355,0.4355,0.4355,0,0,0,CO2,6
qwen_instruct,h1_dinc,79,main,ChCh,1,0.22149999999999997,0.22149999999999997,0.22149999999999997,0,0,0,CO2,6
qwen_instruct,h1_dinc,79,main,ChCh,2,0.8337,0.8337,0.8337,0,0,0,CO2,6
qwen_instruct,h1_dinc,79,main,ChCh,3,0.6997,0.6997,0.6997,1,1,1,CO2,6
qwen_instruct,h1_dinc,79,main,ChCm,0,0.4959,0.4959,0.4959,0,0,0,OD1,7
qwen_instruct,h1_dinc,79,main,ChCm,1,0.16340000000000002,0.16340000000000002,0.16340000000000002,0,0,0,OD1,7
qwen_instruct,h1_dinc,79,main,ChCm,2,0.7631,0.7631,0.7631,1,1,1,OD1,7
qwen_instruct,h1_dinc,79,main,ChCm,3,0.8865000000000001,0.8865,0.8865,1,1,1,OD1,7
qwen_instruct,h1_dinc,79,main,ChCo,0,0.617,0.617,0.617,0,0,0,MP,9
qwen_instruct,h1_dinc,79,main,ChCo,1,0.26739999999999997,0.26739999999999997,0.26739999999999997,0,0,0,MP,9
qwen_instruct,h1_dinc,79,main,ChCo,2,0.5864,0.5864,0.5864,1,1,1,MP,9
qwen_instruct,h1_dinc,79,main,ChCo,3,0.8851,0.8851,0.8851,1,1,1,MP,9
qwen_instruct,h1_dinc,79,main,ChDl,0,0.2677,0.2677,0.2677,0,0,0,OD1,9
qwen_instruct,h1_dinc,79,main,ChDl,1,0.10640000000000001,0.10640000000000001,0.10640000000000001,0,0,0,OD1,9
qwen_instruct,h1_dinc,79,main,ChDl,2,0.7186,0.7186,0.7186,1,1,1,OD1,9
qwen_instruct,h1_dinc,79,main,ChDl,3,0.8723,0.8723,0.8723,1,1,1,OD1,9
qwen_instruct,h1_dinc,79,main,ChHa,0,0.6706,0.6706,0.6706,0,0,0,OD2,8
qwen_instruct,h1_dinc,79,main,ChHa,1,0.5888,0.5888,0.5888,1,1,1,OD2,8
qwen_instruct,h1_dinc,79,main,ChHa,2,0.3467,0.3467,0.3467,0,0,0,OD2,8
qwen_instruct,h1_dinc,79,main,ChHa,3,0.8715999999999999,0.8716,0.8716,1,1,1,OD2,8
qwen_instruct,h1_dinc,79,main,ChHr,0,0.2213,0.2213,0.2213,0,0,0,CO1,6
qwen_instruct,h1_dinc,79,main,ChHr,1,0.1322,0.1322,0.1322,0,0,0,CO1,6
qwen_instruct,h1_dinc,79,main,ChHr,2,0.645,0.645,0.645,1,1,1,CO1,6
qwen_instruct,h1_dinc,79,main,ChHr,3,0.8672,0.8672000000000001,0.8672000000000001,1,1,1,CO1,6
qwen_instruct,h1_dinc,79,main,CmAs,0,0.2446,0.2446,0.24460000000000004,0,0,0,OD1,8
qwen_instruct,h1_dinc,79,main,CmAs,1,0.0673,0.0673,0.06730000000000003,0,0,0,OD1,8
qwen_instruct,h1_dinc,79,main,CmAs,2,0.24380000000000002,0.24380000000000002,0.24380000000000002,0,0,0,OD1,8
qwen_instruct,h1_dinc,79,main,CmAs,3,0.7423000000000001,0.7423000000000001,0.7423000000000001,1,1,1,OD1,8
qwen_instruct,h1_dinc,79,main,CmCm,0,0.020300000000000002,0.020300000000000002,0.020299999999999985,0,0,0,DD,2
qwen_instruct,h1_dinc,79,main,CmCm,1,0.0032,0.0032,0.0031999999999999806,0,0,0,DD,2
qwen_instruct,h1_dinc,79,main,CmCm,2,0.1190000000000001,0.1190000000000001,0.1190000000000001,0,0,0,DD,2
qwen_instruct,h1_dinc,79,main,CmCm,3,0.5277,0.5277,0.5277,1,1,1,DD,2
qwen_instruct,h1_dinc,79,main,CmDl,0,0.0533,0.0533,0.053300000000000014,0,0,0,DD,4
qwen_instruct,h1_dinc,79,main,CmDl,1,0.0158,0.0158,0.015800000000000036,0,0,0,DD,4
qwen_instruct,h1_dinc,79,main,CmDl,2,0.09510000000000007,0.09510000000000007,0.09510000000000007,0,0,0,DD,4
qwen_instruct,h1_dinc,79,main,CmDl,3,0.6165,0.6165,0.6165,0,0,0,DD,4
qwen_instruct,h1_dinc,79,main,CmHa,0,0.11839999999999999,0.11839999999999999,0.11839999999999995,0,0,0,DD,6
qwen_instruct,h1_dinc,79,main,CmHa,1,0.0229,0.0229,0.02290000000000003,0,0,0,DD,6
qwen_instruct,h1_dinc,79,main,CmHa,2,0.11830000000000007,0.11830000000000007,0.11830000000000007,0,0,0,DD,6
qwen_instruct,h1_dinc,79,main,CmHa,3,0.5892,0.5892,0.5892,1,1,1,DD,6
qwen_instruct,h1_dinc,79,main,CmNc,0,0.0946,0.0946,0.09460000000000002,0,0,0,DD,8
qwen_instruct,h1_dinc,79,main,CmNc,1,0.0228,0.0228,0.022800000000000042,0,0,0,DD,8
qwen_instruct,h1_dinc,79,main,CmNc,2,0.053100000000000036,0.053100000000000036,0.053100000000000036,0,0,0,DD,8
qwen_instruct,h1_dinc,79,main,CmNc,3,0.4353,0.4353,0.4353,0,0,0,DD,8
qwen_instruct,h1_dinc,79,main,CoAs,0,0.7843,0.7843,0.7843,1,1,1,CO2,7
qwen_instruct,h1_dinc,79,main,CoAs,1,0.8992,0.8992,0.8992,1,1,1,CO2,7
qwen_instruct,h1_dinc,79,main,CoAs,2,0.4351,0.43510000000000004,0.43510000000000004,0,0,0,CO2,7
qwen_instruct,h1_dinc,79,main,CoAs,3,0.1065,0.10650000000000004,0.10650000000000004,0,0,0,CO2,7
qwen_instruct,h1_dinc,79,main,CoCo,0,0.7859,0.7859,0.7859,1,1,1,CO1,7
qwen_instruct,h1_dinc,79,main,CoCo,1,0.8927,0.8927,0.8927,1,1,1,CO1,7
qwen_instruct,h1_dinc,79,main,CoCo,2,0.4041,0.4041000000000001,0.4041000000000001,0,0,0,CO1,7
qwen_instruct,h1_dinc,79,main,CoCo,3,0.1187,0.11870000000000003,0.11870000000000003,0,0,0,CO1,7
qwen_instruct,h1_dinc,79,main,CoSh,0,0.7654000000000001,0.7654000000000001,0.7654000000000001,1,1,1,CO2,8
qwen_instruct,h1_dinc,79,main,CoSh,1,0.8798999999999999,0.8798999999999999,0.8798999999999999,1,1,1,CO2,8
qwen_instruct,h1_dinc,79,main,CoSh,2,0.22139999999999999,0.22140000000000004,0.22140000000000004,0,0,0,CO2,8
qwen_instruct,h1_dinc,79,main,CoSh,3,0.047,0.04700000000000004,0.04700000000000004,0,0,0,CO2,8
qwen_instruct,h1_dinc,79,main,HaAs,0,0.24340000000000006,0.24340000000000006,0.24340000000000006,0,0,0,OD2,7
qwen_instruct,h1_dinc,79,main,HaAs,1,0.5876,0.5876,0.5876,1,1,1,OD2,7
qwen_instruct,h1_dinc,79,main,HaAs,2,0.0531,0.053100000000000036,0.053100000000000036,0,0,0,OD2,7
qwen_instruct,h1_dinc,79,main,HaAs,3,0.0076,0.007600000000000051,0.007600000000000051,0,0,0,OD2,7
qwen_instruct,h1_dinc,79,main,HaBa,0,0.14689999999999992,0.14689999999999992,0.14689999999999992,0,0,0,OD2,9
qwen_instruct,h1_dinc,79,main,HaBa,1,0.5265,0.5265,0.5265,1,1,1,OD2,9
qwen_instruct,h1_dinc,79,main,HaBa,2,0.5570999999999999,0.5570999999999999,0.5570999999999999,0,0,0,OD2,9
qwen_instruct,h1_dinc,79,main,HaBa,3,0.119,0.119,0.119,0,0,0,OD2,9
qwen_instruct,h1_dinc,79,main,HaCm,0,0.49539999999999995,0.49539999999999995,0.49539999999999995,1,1,1,DD,1
qwen_instruct,h1_dinc,79,main,HaCm,1,0.7825,0.7825,0.7825,1,1,1,DD,1
qwen_instruct,h1_dinc,79,main,HaCm,2,0.6168,0.6168,0.6168,1,1,1,DD,1
qwen_instruct,h1_dinc,79,main,HaCm,3,0.3752,0.3752,0.3752,0,0,0,DD,1
qwen_instruct,h1_dinc,79,main,HaDl,0,0.2015,0.2015,0.2015,0,0,0,DD,3
qwen_instruct,h1_dinc,79,main,HaDl,1,0.5882000000000001,0.5882000000000001,0.5882000000000001,1,1,1,DD,3
qwen_instruct,h1_dinc,79,main,HaDl,2,0.22119999999999998,0.22119999999999995,0.22119999999999995,0,0,0,DD,3
qwen_instruct,h1_dinc,79,main,HaDl,3,0.0372,0.03720000000000001,0.03720000000000001,0,0,0,DD,3
qwen_instruct,h1_dinc,79,main,HaHa,0,0.14769999999999994,0.14769999999999994,0.14769999999999994,0,0,0,DD,5
qwen_instruct,h1_dinc,79,main,HaHa,1,0.5864,0.5864,0.5864,1,1,1,DD,5
qwen_instruct,h1_dinc,79,main,HaHa,2,0.0844,0.08440000000000003,0.08440000000000003,0,0,0,DD,5
qwen_instruct,h1_dinc,79,main,HaHa,3,0.011,0.01100000000000001,0.01100000000000001,0,0,0,DD,5
qwen_instruct,h1_dinc,79,main,HaNc,0,0.10620000000000007,0.10620000000000007,0.10620000000000007,0,0,0,DD,7
qwen_instruct,h1_dinc,79,main,HaNc,1,0.37440000000000007,0.37440000000000007,0.37440000000000007,0,0,0,DD,7
qwen_instruct,h1_dinc,79,main,HaNc,2,0.2218,0.2218,0.2218,0,0,0,DD,7
qwen_instruct,h1_dinc,79,main,HaNc,3,0.0229,0.02290000000000003,0.02290000000000003,0,0,0,DD,7
qwen_instruct,h1_dinc,79,main,HaPc,0,0.18109999999999993,0.18109999999999993,0.18109999999999993,0,0,0,DD,9
qwen_instruct,h1_dinc,79,main,HaPc,1,0.7202999999999999,0.7202999999999999,0.7202999999999999,1,1,1,DD,9
qwen_instruct,h1_dinc,79,main,HaPc,2,0.16440000000000002,0.1644,0.1644,0,0,0,DD,9
qwen_instruct,h1_dinc,79,main,HaPc,3,0.0259,0.025900000000000034,0.025900000000000034,0,0,0,DD,9
qwen_instruct,h1_dinc,79,main,HrAs,0,0.5574,0.5574,0.5574,0,0,0,MP,8
qwen_instruct,h1_dinc,79,main,HrAs,1,0.1062,0.1062,0.10620000000000007,0,0,0,MP,8
qwen_instruct,h1_dinc,79,main,HrAs,2,0.7221,0.7221,0.7221,1,1,1,MP,8
qwen_instruct,h1_dinc,79,main,HrAs,3,0.8766,0.8765999999999999,0.8765999999999999,1,1,1,MP,8
qwen_instruct,h1_dinc,79,main,HrBa,0,0.2923,0.2923,0.2923000000000001,0,0,0,CO1,2
qwen_instruct,h1_dinc,79,main,HrBa,1,0.14750000000000002,0.14750000000000002,0.14749999999999996,0,0,0,CO1,2
qwen_instruct,h1_dinc,79,main,HrBa,2,0.3467,0.3467,0.3467,0,0,0,CO1,2
qwen_instruct,h1_dinc,79,main,HrBa,3,0.7816,0.7816,0.7816,1,1,1,CO1,2
qwen_instruct,h1_dinc,79,main,HrCh,0,0.1479,0.1479,0.14789999999999992,0,0,0,CO1,4
qwen_instruct,h1_dinc,79,main,HrCh,1,0.0531,0.0531,0.053100000000000036,0,0,0,CO1,4
qwen_instruct,h1_dinc,79,main,HrCh,2,0.40490000000000004,0.40490000000000004,0.40490000000000004,0,0,0,CO1,4
qwen_instruct,h1_dinc,79,main,HrCh,3,0.7662,0.7662,0.7662,1,1,1,CO1,4
qwen_instruct,h1_dinc,79,main,HrHr,0,0.43570000000000003,0.43570000000000003,0.4357000000000001,0,0,0,CO2,2
qwen_instruct,h1_dinc,79,main,HrHr,1,0.1819,0.1819,0.18190000000000006,0,0,0,CO2,2
qwen_instruct,h1_dinc,79,main,HrHr,2,0.4354,0.4354,0.4354,0,0,0,CO2,2
qwen_instruct,h1_dinc,79,main,HrHr,3,0.8169,0.8169,0.8169,1,1,1,CO2,2
qwen_instruct,h1_dinc,79,main,ShAs,0,0.7203999999999999,0.7203999999999999,0.7203999999999999,1,1,1,CO1,8
qwen_instruct,h1_dinc,79,main,ShAs,1,0.40499999999999997,0.40499999999999997,0.40499999999999997,0,0,0,CO1,8
qwen_instruct,h1_dinc,79,main,ShAs,2,0.785,0.785,0.785,1,1,1,CO1,8
qwen_instruct,h1_dinc,79,main,ShAs,3,0.40399999999999997,0.404,0.404,0,0,0,CO1,8
qwen_instruct,h1_dinc,79,main,ShCo,0,0.8672,0.8672,0.8672,0,0,0,CO2,9
qwen_instruct,h1_dinc,79,main,ShCo,1,0.6721999999999999,0.6721999999999999,0.6721999999999999,1,1,1,CO2,9
qwen_instruct,h1_dinc,79,main,ShCo,2,0.6976,0.6976,0.6976,0,0,0,CO2,9
qwen_instruct,h1_dinc,79,main,ShCo,3,0.2005,0.2005,0.2005,0,0,0,CO2,9
qwen_instruct,h1_dinc,79,main,ShSh,0,0.7635,0.7635,0.7635,1,1,1,CO1,9
qwen_instruct,h1_dinc,79,main,ShSh,1,0.5573,0.5573,0.5573,1,1,1,CO1,9
qwen_instruct,h1_dinc,79,main,ShSh,2,0.7441,0.7441,0.7441,1,1,1,CO1,9
qwen_instruct,h1_dinc,79,main,ShSh,3,0.3473,0.34729999999999994,0.34729999999999994,0,0,0,CO1,9
qwen_instruct,h1_dinc,79,main_perp,AsAs,0,0.012899999999999995,0.012899999999999995,0.012899999999999995,0,0,0,CO1,1
qwen_instruct,h1_dinc,79,main_perp,AsAs,1,0.0067999999999999935,0.0067999999999999935,0.0067999999999999935,0,0,0,CO1,1
qwen_instruct,h1_dinc,79,main_perp,AsAs,2,0.022699999999999998,0.022700000000000053,0.022700000000000053,0,0,0,CO1,1
qwen_instruct,h1_dinc,79,main_perp,AsAs,3,0.0059000000000000025,0.005900000000000016,0.005900000000000016,0,0,0,CO1,1
qwen_instruct,h1_dinc,79,main_perp,AsBa,0,0.029799999999999993,0.029799999999999993,0.02980000000000005,0,0,0,MP,2
qwen_instruct,h1_dinc,79,main_perp,AsBa,1,0.010400000000000006,0.010400000000000006,0.010400000000000076,0,0,0,MP,2
qwen_instruct,h1_dinc,79,main_perp,AsBa,2,0.028000000000000025,0.028000000000000025,0.028000000000000025,0,0,0,MP,2
qwen_instruct,h1_dinc,79,main_perp,AsBa,3,0.004400000000000001,0.0043999999999999595,0.0043999999999999595,0,0,0,MP,2
qwen_instruct,h1_dinc,79,main_perp,AsCh,0,0.0010000000000000009,0.0010000000000000009,0.001000000000000112,0,0,0,MP,4
qwen_instruct,h1_dinc,79,main_perp,AsCh,1,0.004900000000000002,0.004900000000000002,0.0049000000000000155,0,0,0,MP,4
qwen_instruct,h1_dinc,79,main_perp,AsCh,2,0.030399999999999983,0.030399999999999983,0.030399999999999983,0,0,0,MP,4
qwen_instruct,h1_dinc,79,main_perp,AsCh,3,0.0126,0.012599999999999945,0.012599999999999945,0,0,0,MP,4
qwen_instruct,h1_dinc,79,main_perp,AsCm,0,0.008800000000000002,0.008800000000000002,0.00880000000000003,0,0,0,OD1,2
qwen_instruct,h1_dinc,79,main_perp,AsCm,1,0.002700000000000001,0.002700000000000001,0.0027000000000000357,0,0,0,OD1,2
qwen_instruct,h1_dinc,79,main_perp,AsCm,2,0.02959999999999996,0.02959999999999996,0.02959999999999996,0,0,0,OD1,2
qwen_instruct,h1_dinc,79,main_perp,AsCm,3,0.028799999999999992,0.028799999999999937,0.028799999999999937,0,0,0,OD1,2
qwen_instruct,h1_dinc,79,main_perp,AsCo,0,0.030399999999999983,0.030399999999999983,0.030399999999999983,0,0,0,CO2,1
qwen_instruct,h1_dinc,79,main_perp,AsCo,1,0.015300000000000008,0.015300000000000008,0.015300000000000008,0,0,0,CO2,1
qwen_instruct,h1_dinc,79,main_perp,AsCo,2,0.028700000000000003,0.028699999999999948,0.028699999999999948,0,0,0,CO2,1
qwen_instruct,h1_dinc,79,main_perp,AsCo,3,0.010399999999999993,0.010400000000000076,0.010400000000000076,0,0,0,CO2,1
qwen_instruct,h1_dinc,79,main_perp,AsDl,0,0.010899999999999993,0.010899999999999993,0.01090000000000002,0,0,0,OD1,4
qwen_instruct,h1_dinc,79,main_perp,AsDl,1,0.004300000000000005,0.004300000000000005,0.0042999999999999705,0,0,0,OD1,4
qwen_instruct,h1_dinc,79,main_perp,AsDl,2,0.03159999999999996,0.03159999999999996,0.03159999999999996,0,0,0,OD1,4
qwen_instruct,h1_dinc,79,main_perp,AsDl,3,0.0199,0.01990000000000003,0.01990000000000003,0,0,0,OD1,4
qwen_instruct,h1_dinc,79,main_perp,AsHa,0,0.026000000000000023,0.026000000000000023,0.026000000000000023,0,0,0,OD2,1
qwen_instruct,h1_dinc,79,main_perp,AsHa,1,0.011399999999999993,0.011399999999999993,0.011399999999999993,0,0,0,OD2,1
qwen_instruct,h1_dinc,79,main_perp,AsHa,2,0.008499999999999994,0.008499999999999952,0.008499999999999952,0,0,0,OD2,1
qwen_instruct,h1_dinc,79,main_perp,AsHa,3,0.002999999999999999,0.0030000000000000027,0.0030000000000000027,0,0,0,OD2,1
qwen_instruct,h1_dinc,79,main_perp,AsHr,0,0.026500000000000024,0.026500000000000024,0.026499999999999968,0,0,0,MP,6
qwen_instruct,h1_dinc,79,main_perp,AsHr,1,0.009299999999999989,0.009299999999999989,0.009299999999999975,0,0,0,MP,6
qwen_instruct,h1_dinc,79,main_perp,AsHr,2,0.031100000000000017,0.031100000000000017,0.031100000000000017,1,1,1,MP,6
qwen_instruct,h1_dinc,79,main_perp,AsHr,3,0.016000000000000014,0.016000000000000014,0.016000000000000014,0,0,0,MP,6
qwen_instruct,h1_dinc,79,main_perp,AsNc,0,0.017699999999999994,0.017699999999999994,0.017699999999999994,0,0,0,OD2,3
qwen_instruct,h1_dinc,79,main_perp,AsNc,1,0.0034999999999999996,0.0034999999999999996,0.0034999999999999996,0,0,0,OD2,3
qwen_instruct,h1_dinc,79,main_perp,AsNc,2,0.009300000000000003,0.009300000000000086,0.009300000000000086,0,0,0,OD2,3
qwen_instruct,h1_dinc,79,main_perp,AsNc,3,0.004400000000000001,0.0043999999999999595,0.0043999999999999595,0,0,0,OD2,3
qwen_instruct,h1_dinc,79,main_perp,AsPc,0,0.0016999999999999793,0.0016999999999999793,0.0016999999999999793,0,0,0,OD2,5
qwen_instruct,h1_dinc,79,main_perp,AsPc,1,0.02260000000000001,0.02260000000000001,0.02260000000000001,0,0,0,OD2,5
qwen_instruct,h1_dinc,79,main_perp,AsPc,2,0.012700000000000003,0.012699999999999934,0.012699999999999934,0,0,0,OD2,5
qwen_instruct,h1_dinc,79,main_perp,AsPc,3,0.007099999999999999,0.007099999999999995,0.007099999999999995,0,0,0,OD2,5
qwen_instruct,h1_dinc,79,main_perp,AsPd,0,0.030200000000000005,0.030200000000000005,0.030200000000000005,0,0,0,OD1,6
qwen_instruct,h1_dinc,79,main_perp,AsPd,1,0.020800000000000013,0.020800000000000013,0.02080000000000004,0,0,0,OD1,6
qwen_instruct,h1_dinc,79,main_perp,AsPd,2,0.0015000000000000013,0.0014999999999999458,0.0014999999999999458,0,0,0,OD1,6
qwen_instruct,h1_dinc,79,main_perp,AsPd,3,0.0006000000000000033,0.0006000000000000449,0.0006000000000000449,0,0,0,OD1,6
qwen_instruct,h1_dinc,79,main_perp,AsSh,0,0.022699999999999998,0.022699999999999998,0.022699999999999998,0,0,0,CO1,3
qwen_instruct,h1_dinc,79,main_perp,AsSh,1,0.014100000000000001,0.014100000000000001,0.014100000000000001,0,0,0,CO1,3
qwen_instruct,h1_dinc,79,main_perp,AsSh,2,0.019800000000000012,0.01980000000000004,0.01980000000000004,0,0,0,CO1,3
qwen_instruct,h1_dinc,79,main_perp,AsSh,3,0.0067999999999999935,0.006800000000000028,0.006800000000000028,0,0,0,CO1,3
qwen_instruct,h1_dinc,79,main_perp,BaAs,0,0.0005000000000000004,0.0005000000000000004,0.0005000000000000004,0,0,0,MP,1
qwen_instruct,h1_dinc,79,main_perp,BaAs,1,0.005600000000000001,0.005600000000000001,0.005600000000000001,0,0,0,MP,1
qwen_instruct,h1_dinc,79,main_perp,BaAs,2,0.03160000000000002,0.03159999999999996,0.03159999999999996,0,0,0,MP,1
qwen_instruct,h1_dinc,79,main_perp,BaAs,3,0.015499999999999986,0.015499999999999958,0.015499999999999958,0,0,0,MP,1
qwen_instruct,h1_dinc,79,main_perp,BaBa,0,0.00030000000000000165,0.00030000000000000165,0.00030000000000000165,0,0,0,CO2,3
qwen_instruct,h1_dinc,79,main_perp,BaBa,1,0.009000000000000001,0.009000000000000001,0.009000000000000001,0,0,0,CO2,3
