delta_c,shap_delta_c,model
1.0,0.2153822031639453,gptoss
1.0,0.08938098744291198,gptoss
1.0,-0.04228763058223068,gptoss
1.0,0.18192350942665364,gptoss
1.0,0.19138068620942641,gptoss
1.0,0.1333485640911988,gptoss
1.0,-0.1792215009616509,gptoss
1.0,0.2153822031639453,gptoss
1.0,0.08938098744291198,gptoss
1.0,-0.04228763058223068,gptoss
-1.0,-2.0771066572800003,gptoss
-1.0,-1.8826936854746035,gptoss
-1.0,-1.9290716688497918,gptoss
-1.0,-0.7480245544418352,gptoss
-1.0,-2.410537171333821,gptoss
-1.0,-3.0497819894465157,gptoss
-1.0,-2.3337587873602934,gptoss
-1.0,-2.0771066572800003,gptoss
-1.0,-1.8826936854746035,gptoss
-1.0,-1.9290716688497918,gptoss
-1.0,-0.7480245544418352,gptoss
-1.0,-2.410537171333821,gptoss
-1.0,-3.0497819894465157,gptoss
-1.0,-2.3337587873602934,gptoss
-1.0,-2.0771066572800003,gptoss
-1.0,-1.8826936854746035,gptoss
-1.0,-1.9290716688497918,gptoss
-1.0,-0.7480245544418352,gptoss
-1.0,-2.410537171333821,gptoss
-1.0,-3.0497819894465157,gptoss
-1.0,-2.3337587873602934,gptoss
-1.0,-2.0771066572800003,gptoss
-1.0,-1.8826936854746035,gptoss
-1.0,-1.9290716688497918,gptoss
-1.0,-0.7480245544418352,gptoss
-1.0,-2.410537171333821,gptoss
-1.0,-3.0497819894465157,gptoss
-1.0,-2.3337587873602934,gptoss
1.0,0.38213331669379014,gptoss
1.0,0.39159049347656305,gptoss
1.0,0.32819363635819415,gptoss
1.0,0.08933415670252356,gptoss
1.0,0.4155920104310819,gptoss
1.0,0.33664421553633384,gptoss
1.0,0.15831610655377604,gptoss
1.0,0.38213331669379014,gptoss
1.0,0.39159049347656305,gptoss
1.0,0.32819363635819415,gptoss
1.0,0.08933415670252356,gptoss
1.0,0.4155920104310819,gptoss
1.0,0.33664421553633384,gptoss
1.0,0.15831610655377604,gptoss
1.0,0.38213331669379014,gptoss
1.0,0.39159049347656305,gptoss
1.0,0.32819363635819415,gptoss
1.0,0.08933415670252356,gptoss
1.0,0.4155920104310819,gptoss
1.0,0.33664421553633384,gptoss
1.0,0.15831610655377604,gptoss
1.0,0.38213331669379014,gptoss
1.0,0.39159049347656305,gptoss
1.0,0.32819363635819415,gptoss
1.0,0.08933415670252356,gptoss
1.0,0.4155920104310819,gptoss
1.0,0.33664421553633384,gptoss
1.0,0.15831610655377604,gptoss
1.0,0.5017958882427711,gptoss
1.0,0.465151038516733,gptoss
1.0,0.368517358265898,gptoss
1.0,0.15427185027726523,gptoss
1.0,0.5166942893472887,gptoss
1.0,0.570678289702635,gptoss
1.0,0.3255674621767539,gptoss
1.0,0.5017958882427711,gptoss
1.0,0.465151038516733,gptoss
1.0,0.368517358265898,gptoss
1.0,0.15427185027726523,gptoss
1.0,0.5166942893472887,gptoss
1.0,0.570678289702635,gptoss
1.0,0.3255674621767539,gptoss
1.0,0.5017958882427711,gptoss
1.0,0.465151038516733,gptoss
1.0,0.368517358265898,gptoss
1.0,0.15427185027726523,gptoss
1.0,0.5166942893472887,gptoss
1.0,0.570678289702635,gptoss
1.0,0.3255674621767539,gptoss
1.0,0.5017958882427711,gptoss
1.0,0.465151038516733,gptoss
1.0,0.368517358265898,gptoss
1.0,0.15427185027726523,gptoss
1.0,0.5166942893472887,gptoss
1.0,0.570678289702635,gptoss
1.0,0.3255674621767539,gptoss
1.0,0.4058971652641241,gptoss
1.0,0.41535434204689703,gptoss
1.0,0.35195748492852813,gptoss
1.0,0.11512867007030754,gptoss
1.0,0.4393558590014159,gptoss
1.0,0.35837942130287687,gptoss
1.0,0.18207995512411015,gptoss
1.0,0.4058971652641241,gptoss
1.0,0.41535434204689703,gptoss
1.0,0.35195748492852813,gptoss
1.0,0.11512867007030754,gptoss
1.0,0.4393558590014159,gptoss
1.0,0.35837942130287687,gptoss
1.0,0.18207995512411015,gptoss
1.0,0.4058971652641241,gptoss
1.0,0.41535434204689703,gptoss
1.0,0.35195748492852813,gptoss
1.0,0.11512867007030754,gptoss
1.0,0.4393558590014159,gptoss
1.0,0.35837942130287687,gptoss
1.0,0.18207995512411015,gptoss
1.0,0.4058971652641241,gptoss
1.0,0.41535434204689703,gptoss
1.0,0.35195748492852813,gptoss
1.0,0.11512867007030754,gptoss
1.0,0.4393558590014159,gptoss
1.0,0.35837942130287687,gptoss
1.0,0.18207995512411015,gptoss
1.0,0.30071283289275225,gptoss
1.0,0.2026417726119632,gptoss
1.0,0.21808339005446065,gptoss
1.0,-0.07677564335090994,gptoss
1.0,0.32052810437811285,gptoss
1.0,0.39029918270933117,gptoss
1.0,0.196399441652542,gptoss
1.0,0.30071283289275225,gptoss
1.0,0.2026417726119632,gptoss
1.0,0.21808339005446065,gptoss
1.0,-0.07677564335090994,gptoss
1.0,0.32052810437811285,gptoss
1.0,0.39029918270933117,gptoss
1.0,0.196399441652542,gptoss
1.0,0.30071283289275225,gptoss
1.0,0.2026417726119632,gptoss
1.0,0.21808339005446065,gptoss
1.0,-0.07677564335090994,gptoss
1.0,0.32052810437811285,gptoss
1.0,0.39029918270933117,gptoss
1.0,0.196399441652542,gptoss
1.0,0.30071283289275225,gptoss
1.0,0.2026417726119632,gptoss
1.0,0.21808339005446065,gptoss
1.0,-0.07677564335090994,gptoss
1.0,0.32052810437811285,gptoss
1.0,0.39029918270933117,gptoss
1.0,0.196399441652542,gptoss
-1.0,-1.9957552822409426,gptoss
-1.0,-1.82068122663632,gptoss
-1.0,-1.806925616754992,gptoss
-1.0,-0.344521845306334,gptoss
-1.0,-2.0735811278662473,gptoss
-1.0,-3.1146214330555155,gptoss
-1.0,-2.3093998511527114,gptoss
-1.0,-1.9957552822409426,gptoss
-1.0,-1.82068122663632,gptoss
-1.0,-1.806925616754992,gptoss
-1.0,-0.344521845306334,gptoss
-1.0,-2.0735811278662473,gptoss
-1.0,-3.1146214330555155,gptoss
-1.0,-2.3093998511527114,gptoss
-1.0,-1.9957552822409426,gptoss
-1.0,-1.82068122663632,gptoss
-1.0,-1.806925616754992,gptoss
-1.0,-0.344521845306334,gptoss
-1.0,-2.0735811278662473,gptoss
-1.0,-3.1146214330555155,gptoss
-1.0,-2.3093998511527114,gptoss
-1.0,-1.9957552822409426,gptoss
-1.0,-1.82068122663632,gptoss
-1.0,-1.806925616754992,gptoss
-1.0,-0.344521845306334,gptoss
-1.0,-2.0735811278662473,gptoss
-1.0,-3.1146214330555155,gptoss
-1.0,-2.3093998511527114,gptoss
1.0,0.3160038908548719,gptoss
1.0,0.11154557381063804,gptoss
1.0,0.25925282838370606,gptoss
1.0,-0.09560125064727265,gptoss
1.0,0.3340934601355494,gptoss
1.0,0.44132635739910314,gptoss
1.0,0.17516435261151964,gptoss
1.0,0.3160038908548719,gptoss
1.0,0.11154557381063804,gptoss
1.0,0.25925282838370606,gptoss
1.0,-0.09560125064727265,gptoss
1.0,0.3340934601355494,gptoss
1.0,0.44132635739910314,gptoss
1.0,0.17516435261151964,gptoss
1.0,0.3160038908548719,gptoss
1.0,0.11154557381063804,gptoss
1.0,0.25925282838370606,gptoss
1.0,-0.09560125064727265,gptoss
1.0,0.3340934601355494,gptoss
1.0,0.44132635739910314,gptoss
1.0,0.17516435261151964,gptoss
1.0,0.3160038908548719,gptoss
1.0,0.11154557381063804,gptoss
1.0,0.25925282838370606,gptoss
1.0,-0.09560125064727265,gptoss
1.0,0.3340934601355494,gptoss
1.0,0.44132635739910314,gptoss
1.0,0.17516435261151964,gptoss
1.0,0.40370518530142296,gptoss
1.0,0.35335279060346975,gptoss
1.0,0.3598801136137984,gptoss
1.0,0.05686643142825242,gptoss
1.0,0.42315660334799304,gptoss
1.0,0.5026226641232858,gptoss
1.0,0.289375768397692,gptoss
1.0,0.40370518530142296,gptoss
1.0,0.35335279060346975,gptoss
1.0,0.3598801136137984,gptoss
1.0,0.05686643142825242,gptoss
1.0,0.42315660334799304,gptoss
1.0,0.5026226641232858,gptoss
1.0,0.289375768397692,gptoss
1.0,0.40370518530142296,gptoss
1.0,0.35335279060346975,gptoss
1.0,0.3598801136137984,gptoss
1.0,0.05686643142825242,gptoss
1.0,0.42315660334799304,gptoss
1.0,0.5026226641232858,gptoss
1.0,0.289375768397692,gptoss
1.0,0.40370518530142296,gptoss
1.0,0.35335279060346975,gptoss
1.0,0.3598801136137984,gptoss
1.0,0.05686643142825242,gptoss
1.0,0.42315660334799304,gptoss
1.0,0.5026226641232858,gptoss
1.0,0.289375768397692,gptoss
1.0,0.38818201989837936,gptoss
1.0,0.37095844782051457,gptoss
1.0,0.3925810857942729,gptoss
1.0,0.24141869015466474,gptoss
1.0,0.40809322183606705,gptoss
1.0,0.45287135834760783,gptoss
1.0,0.24780756841447638,gptoss
1.0,0.38818201989837936,gptoss
1.0,0.37095844782051457,gptoss
1.0,0.3925810857942729,gptoss
1.0,0.24141869015466474,gptoss
1.0,0.40809322183606705,gptoss
1.0,0.45287135834760783,gptoss
1.0,0.24780756841447638,gptoss
1.0,0.38818201989837936,gptoss
1.0,0.37095844782051457,gptoss
1.0,0.3925810857942729,gptoss
1.0,0.24141869015466474,gptoss
1.0,0.40809322183606705,gptoss
1.0,0.45287135834760783,gptoss
1.0,0.24780756841447638,gptoss
1.0,0.38818201989837936,gptoss
1.0,0.37095844782051457,gptoss
1.0,0.3925810857942729,gptoss
1.0,0.24141869015466474,gptoss
1.0,0.40809322183606705,gptoss
1.0,0.45287135834760783,gptoss
1.0,0.24780756841447638,gptoss
1.0,0.44379344763140577,gptoss
1.0,0.39078576740209325,gptoss
1.0,0.3999683759437812,gptoss
1.0,0.1464039643251189,gptoss
1.0,0.46324486567797585,gptoss
1.0,0.5276285095658099,gptoss
1.0,0.32946403072767483,gptoss
1.0,0.44379344763140577,gptoss
1.0,0.39078576740209325,gptoss
1.0,0.3999683759437812,gptoss
1.0,0.1464039643251189,gptoss
1.0,0.46324486567797585,gptoss
1.0,0.5276285095658099,gptoss
1.0,0.32946403072767483,gptoss
1.0,0.44379344763140577,gptoss
1.0,0.39078576740209325,gptoss
1.0,0.3999683759437812,gptoss
1.0,0.1464039643251189,gptoss
1.0,0.46324486567797585,gptoss
1.0,0.5276285095658099,gptoss
1.0,0.32946403072767483,gptoss
1.0,0.44379344763140577,gptoss
1.0,0.39078576740209325,gptoss
1.0,0.3999683759437812,gptoss
1.0,0.1464039643251189,gptoss
1.0,0.46324486567797585,gptoss
1.0,0.5276285095658099,gptoss
1.0,0.32946403072767483,gptoss
1.0,0.3828648351351701,gptoss
1.0,0.28346059382996397,gptoss
1.0,0.3181506223396034,gptoss
1.0,0.04710567131574568,gptoss
1.0,0.4026801066205307,gptoss
1.0,0.4619009237012126,gptoss
1.0,0.2724532222807472,gptoss
1.0,0.3828648351351701,gptoss
1.0,0.28346059382996397,gptoss
1.0,0.3181506223396034,gptoss
1.0,0.04710567131574568,gptoss
1.0,0.4026801066205307,gptoss
1.0,0.4619009237012126,gptoss
1.0,0.2724532222807472,gptoss
1.0,0.3828648351351701,gptoss
1.0,0.28346059382996397,gptoss
1.0,0.3181506223396034,gptoss
1.0,0.04710567131574568,gptoss
1.0,0.4026801066205307,gptoss
1.0,0.4619009237012126,gptoss
1.0,0.2724532222807472,gptoss
1.0,0.3828648351351701,gptoss
1.0,0.28346059382996397,gptoss
1.0,0.3181506223396034,gptoss
1.0,0.04710567131574568,gptoss
1.0,0.4026801066205307,gptoss
1.0,0.4619009237012126,gptoss
1.0,0.2724532222807472,gptoss
1.0,0.41024950729408866,gptoss
1.0,0.3736046575680506,gptoss
1.0,0.39254105631318587,gptoss
1.0,0.09284965502092885,gptoss
1.0,0.42514790839860633,gptoss
1.0,0.4746404406551384,gptoss
1.0,0.23364023308012868,gptoss
1.0,0.41024950729408866,gptoss
1.0,0.3736046575680506,gptoss
1.0,0.39254105631318587,gptoss
1.0,0.09284965502092885,gptoss
1.0,0.42514790839860633,gptoss
1.0,0.4746404406551384,gptoss
1.0,0.23364023308012868,gptoss
1.0,0.41024950729408866,gptoss
1.0,0.3736046575680506,gptoss
1.0,0.39254105631318587,gptoss
1.0,0.09284965502092885,gptoss
1.0,0.42514790839860633,gptoss
1.0,0.4746404406551384,gptoss
1.0,0.23364023308012868,gptoss
1.0,0.41024950729408866,gptoss
1.0,0.3736046575680506,gptoss
1.0,0.39254105631318587,gptoss
1.0,0.09284965502092885,gptoss
1.0,0.42514790839860633,gptoss
1.0,0.4746404406551384,gptoss
1.0,0.23364023308012868,gptoss
1.0,0.24881813505628939,gptoss
1.0,0.2325302924538367,gptoss
1.0,0.26198529290728606,gptoss
1.0,0.07370331668199308,gptoss
1.0,0.269440263374044,gptoss
1.0,0.3429816969173917,gptoss
1.0,0.108443683572385,gptoss
1.0,0.24881813505628939,gptoss
1.0,0.2325302924538367,gptoss
1.0,0.26198529290728606,gptoss
1.0,0.07370331668199308,gptoss
1.0,0.269440263374044,gptoss
1.0,0.3429816969173917,gptoss
1.0,0.108443683572385,gptoss
1.0,0.24881813505628939,gptoss
1.0,0.2325302924538367,gptoss
1.0,0.26198529290728606,gptoss
1.0,0.07370331668199308,gptoss
1.0,0.269440263374044,gptoss
1.0,0.3429816969173917,gptoss
1.0,0.108443683572385,gptoss
1.0,0.24881813505628939,gptoss
1.0,0.2325302924538367,gptoss
1.0,0.26198529290728606,gptoss
1.0,0.07370331668199308,gptoss
1.0,0.269440263374044,gptoss
1.0,0.3429816969173917,gptoss
1.0,0.108443683572385,gptoss
1.0,0.2468548010775803,gptoss
1.0,0.22963122899971525,gptoss
1.0,0.2512538669734729,gptoss
1.0,0.08223696767932236,gptoss
1.0,0.2678302257993446,gptoss
1.0,0.31242497601848723,gptoss
1.0,0.10648034959367585,gptoss
1.0,0.2468548010775803,gptoss
1.0,0.22963122899971525,gptoss
1.0,0.2512538669734729,gptoss
1.0,0.08223696767932236,gptoss
1.0,0.2678302257993446,gptoss
1.0,0.31242497601848723,gptoss
1.0,0.10648034959367585,gptoss
1.0,0.2468548010775803,gptoss
1.0,0.22963122899971525,gptoss
1.0,0.2512538669734729,gptoss
1.0,0.08223696767932236,gptoss
1.0,0.2678302257993446,gptoss
1.0,0.31242497601848723,gptoss
1.0,0.10648034959367585,gptoss
1.0,0.2468548010775803,gptoss
1.0,0.22963122899971525,gptoss
1.0,0.2512538669734729,gptoss
1.0,0.08223696767932236,gptoss
1.0,0.2678302257993446,gptoss
1.0,0.31242497601848723,gptoss
1.0,0.10648034959367585,gptoss
1.0,0.5616232744757084,gptoss
1.0,0.591986296774964,gptoss
1.0,0.5267186746600501,gptoss
1.0,0.3366462304579393,gptoss
1.0,0.593583620410609,gptoss
1.0,0.5177558789470885,gptoss
1.0,0.3402494293666267,gptoss
1.0,0.5616232744757084,gptoss
1.0,0.591986296774964,gptoss
1.0,0.5267186746600501,gptoss
1.0,0.3366462304579393,gptoss
1.0,0.593583620410609,gptoss
1.0,0.5177558789470885,gptoss
1.0,0.3402494293666267,gptoss
1.0,0.5616232744757084,gptoss
1.0,0.591986296774964,gptoss
1.0,0.5267186746600501,gptoss
1.0,0.3366462304579393,gptoss
1.0,0.593583620410609,gptoss
1.0,0.5177558789470885,gptoss
1.0,0.3402494293666267,gptoss
1.0,0.5616232744757084,gptoss
1.0,0.591986296774964,gptoss
1.0,0.5267186746600501,gptoss
1.0,0.3366462304579393,gptoss
1.0,0.593583620410609,gptoss
1.0,0.5177558789470885,gptoss
1.0,0.3402494293666267,gptoss
1.0,0.4054682824914895,gptoss
1.0,0.38600235043116315,gptoss
1.0,0.43617445024416057,gptoss
1.0,0.0679814812371708,gptoss
1.0,0.4219043485017849,gptoss
1.0,0.49235032778927196,gptoss
1.0,0.26528923700054646,gptoss
1.0,0.4054682824914895,gptoss
1.0,0.38600235043116315,gptoss
1.0,0.43617445024416057,gptoss
1.0,0.0679814812371708,gptoss
1.0,0.4219043485017849,gptoss
1.0,0.49235032778927196,gptoss
1.0,0.26528923700054646,gptoss
1.0,0.4054682824914895,gptoss
1.0,0.38600235043116315,gptoss
1.0,0.43617445024416057,gptoss
1.0,0.0679814812371708,gptoss
1.0,0.4219043485017849,gptoss
1.0,0.49235032778927196,gptoss
1.0,0.26528923700054646,gptoss
1.0,0.4054682824914895,gptoss
1.0,0.38600235043116315,gptoss
1.0,0.43617445024416057,gptoss
1.0,0.0679814812371708,gptoss
1.0,0.4219043485017849,gptoss
1.0,0.49235032778927196,gptoss
1.0,0.26528923700054646,gptoss
1.0,0.3968283310590749,gptoss
1.0,0.3601834813330369,gptoss
1.0,0.37911988007817216,gptoss
1.0,0.07569482533563873,gptoss
1.0,0.41172673216359257,gptoss
1.0,0.4612192644201246,gptoss
1.0,0.22021905684511503,gptoss
1.0,0.3968283310590749,gptoss
1.0,0.3601834813330369,gptoss
1.0,0.37911988007817216,gptoss
1.0,0.07569482533563873,gptoss
1.0,0.41172673216359257,gptoss
1.0,0.4612192644201246,gptoss
1.0,0.22021905684511503,gptoss
1.0,0.3968283310590749,gptoss
1.0,0.3601834813330369,gptoss
1.0,0.37911988007817216,gptoss
1.0,0.07569482533563873,gptoss
1.0,0.41172673216359257,gptoss
1.0,0.4612192644201246,gptoss
1.0,0.22021905684511503,gptoss
1.0,0.3968283310590749,gptoss
1.0,0.3601834813330369,gptoss
1.0,0.37911988007817216,gptoss
1.0,0.07569482533563873,gptoss
1.0,0.41172673216359257,gptoss
1.0,0.4612192644201246,gptoss
1.0,0.22021905684511503,gptoss
1.0,0.487472872962412,gptoss
1.0,0.47064124626191056,gptoss
1.0,0.5180899979152682,gptoss
1.0,0.18626020013988281,gptoss
1.0,0.5039089389727069,gptoss
1.0,0.5603954150946333,gptoss
1.0,0.34729382747147,gptoss
1.0,0.487472872962412,gptoss
1.0,0.47064124626191056,gptoss
1.0,0.5180899979152682,gptoss
1.0,0.18626020013988281,gptoss
1.0,0.5039089389727069,gptoss
1.0,0.5603954150946333,gptoss
1.0,0.34729382747147,gptoss
1.0,0.487472872962412,gptoss
1.0,0.47064124626191056,gptoss
1.0,0.5180899979152682,gptoss
1.0,0.18626020013988281,gptoss
1.0,0.5039089389727069,gptoss
1.0,0.5603954150946333,gptoss
1.0,0.34729382747147,gptoss
1.0,0.487472872962412,gptoss
1.0,0.47064124626191056,gptoss
1.0,0.5180899979152682,gptoss
1.0,0.18626020013988281,gptoss
1.0,0.5039089389727069,gptoss
1.0,0.5603954150946333,gptoss
1.0,0.34729382747147,gptoss
1.0,0.34057855204997783,gptoss
1.0,0.3938410047839322,gptoss
1.0,0.31103868723446126,gptoss
1.0,0.09242468564065659,gptoss
1.0,0.37253889798487927,gptoss
1.0,0.31805687552667256,gptoss
1.0,0.11902469442272881,gptoss
1.0,0.34057855204997783,gptoss
1.0,0.3938410047839322,gptoss
1.0,0.31103868723446126,gptoss
1.0,0.09242468564065659,gptoss
1.0,0.37253889798487927,gptoss
1.0,0.31805687552667256,gptoss
1.0,0.11902469442272881,gptoss
1.0,0.34057855204997783,gptoss
1.0,0.3938410047839322,gptoss
1.0,0.31103868723446126,gptoss
1.0,0.09242468564065659,gptoss
1.0,0.37253889798487927,gptoss
1.0,0.31805687552667256,gptoss
1.0,0.11902469442272881,gptoss
1.0,0.34057855204997783,gptoss
1.0,0.3938410047839322,gptoss
1.0,0.31103868723446126,gptoss
1.0,0.09242468564065659,gptoss
1.0,0.37253889798487927,gptoss
1.0,0.31805687552667256,gptoss
1.0,0.11902469442272881,gptoss
2.0,1.4795155997390432,gptoss
2.0,1.3185429004668043,gptoss
2.0,1.3264827759091566,gptoss
2.0,0.8254822158601731,gptoss
2.0,1.488755415907715,gptoss
2.0,1.7949015154996084,gptoss
2.0,1.96265338287634,gptoss
2.0,1.4795155997390432,gptoss
2.0,1.3185429004668043,gptoss
2.0,1.3264827759091566,gptoss
2.0,0.8254822158601731,gptoss
2.0,1.488755415907715,gptoss
2.0,1.7949015154996084,gptoss
2.0,1.96265338287634,gptoss
2.0,1.4795155997390432,gptoss
2.0,1.3185429004668043,gptoss
2.0,1.3264827759091566,gptoss
2.0,0.8254822158601731,gptoss
2.0,1.488755415907715,gptoss
2.0,1.7949015154996084,gptoss
2.0,1.96265338287634,gptoss
2.0,1.4795155997390432,gptoss
2.0,1.3185429004668043,gptoss
2.0,1.3264827759091566,gptoss
2.0,0.8254822158601731,gptoss
2.0,1.488755415907715,gptoss
2.0,1.7949015154996084,gptoss
2.0,1.96265338287634,gptoss
2.0,1.2751380134885721,gptoss
2.0,1.1298840062262014,gptoss
2.0,1.1727455647138338,gptoss
2.0,0.6086162245882676,gptoss
2.0,1.2945894315351432,gptoss
2.0,1.5982647008477575,gptoss
2.0,1.6235326414197848,gptoss
2.0,1.2751380134885721,gptoss
2.0,1.1298840062262014,gptoss
2.0,1.1727455647138338,gptoss
2.0,0.6086162245882676,gptoss
2.0,1.2945894315351432,gptoss
2.0,1.5982647008477575,gptoss
2.0,1.6235326414197848,gptoss
2.0,1.2751380134885721,gptoss
2.0,1.1298840062262014,gptoss
2.0,1.1727455647138338,gptoss
2.0,0.6086162245882676,gptoss
2.0,1.2945894315351432,gptoss
2.0,1.5982647008477575,gptoss
2.0,1.6235326414197848,gptoss
2.0,1.2751380134885721,gptoss
2.0,1.1298840062262014,gptoss
2.0,1.1727455647138338,gptoss
2.0,0.6086162245882676,gptoss
2.0,1.2945894315351432,gptoss
2.0,1.5982647008477575,gptoss
2.0,1.6235326414197848,gptoss
2.0,1.351559326127103,gptoss
2.0,1.142757173670394,gptoss
2.0,1.140176749761228,gptoss
2.0,0.7219524081332862,gptoss
2.0,1.3656458868107328,gptoss
2.0,1.6763753870791567,gptoss
2.0,1.79385635240001,gptoss
2.0,1.351559326127103,gptoss
2.0,1.142757173670394,gptoss
2.0,1.140176749761228,gptoss
2.0,0.7219524081332862,gptoss
2.0,1.3656458868107328,gptoss
2.0,1.6763753870791567,gptoss
2.0,1.79385635240001,gptoss
2.0,1.351559326127103,gptoss
2.0,1.142757173670394,gptoss
2.0,1.140176749761228,gptoss
2.0,0.7219524081332862,gptoss
2.0,1.3656458868107328,gptoss
2.0,1.6763753870791567,gptoss
2.0,1.79385635240001,gptoss
2.0,1.351559326127103,gptoss
2.0,1.142757173670394,gptoss
2.0,1.140176749761228,gptoss
2.0,0.7219524081332862,gptoss
2.0,1.3656458868107328,gptoss
2.0,1.6763753870791567,gptoss
2.0,1.79385635240001,gptoss
2.0,1.3293747113898142,gptoss
2.0,1.1114388372911344,gptoss
2.0,1.0920328261224617,gptoss
2.0,0.6891650118713176,gptoss
2.0,1.3434612720734436,gptoss
2.0,1.6808181702757974,gptoss
2.0,1.777133810527115,gptoss
2.0,1.3293747113898142,gptoss
2.0,1.1114388372911344,gptoss
2.0,1.0920328261224617,gptoss
2.0,0.6891650118713176,gptoss
2.0,1.3434612720734436,gptoss
2.0,1.6808181702757974,gptoss
2.0,1.777133810527115,gptoss
2.0,1.3293747113898142,gptoss
2.0,1.1114388372911344,gptoss
2.0,1.0920328261224617,gptoss
2.0,0.6891650118713176,gptoss
2.0,1.3434612720734436,gptoss
2.0,1.6808181702757974,gptoss
2.0,1.777133810527115,gptoss
2.0,1.3293747113898142,gptoss
2.0,1.1114388372911344,gptoss
2.0,1.0920328261224617,gptoss
2.0,0.6891650118713176,gptoss
2.0,1.3434612720734436,gptoss
2.0,1.6808181702757974,gptoss
2.0,1.777133810527115,gptoss
2.0,1.4373362848192863,gptoss
2.0,1.219432872605792,gptoss
2.0,1.2360523484500663,gptoss
2.0,0.497686553596515,gptoss
2.0,1.4248745603831159,gptoss
2.0,1.7440264752617451,gptoss
2.0,1.8277059985845978,gptoss
2.0,1.4373362848192863,gptoss
2.0,1.219432872605792,gptoss
2.0,1.2360523484500663,gptoss
2.0,0.497686553596515,gptoss
2.0,1.4248745603831159,gptoss
2.0,1.7440264752617451,gptoss
2.0,1.8277059985845978,gptoss
2.0,1.4373362848192863,gptoss
2.0,1.219432872605792,gptoss
2.0,1.2360523484500663,gptoss
2.0,0.497686553596515,gptoss
2.0,1.4248745603831159,gptoss
2.0,1.7440264752617451,gptoss
2.0,1.8277059985845978,gptoss
2.0,1.4373362848192863,gptoss
2.0,1.219432872605792,gptoss
2.0,1.2360523484500663,gptoss
2.0,0.497686553596515,gptoss
2.0,1.4248745603831159,gptoss
2.0,1.7440264752617451,gptoss
2.0,1.8277059985845978,gptoss
2.0,1.3638813616668601,gptoss
2.0,1.2029086623946201,gptoss
2.0,1.2043205342198768,gptoss
2.0,0.7413629887734859,gptoss
2.0,1.3731211778355314,gptoss
2.0,1.6744950214855683,gptoss
2.0,1.8466382966562147,gptoss
2.0,1.3638813616668601,gptoss
2.0,1.2029086623946201,gptoss
2.0,1.2043205342198768,gptoss
2.0,0.7413629887734859,gptoss
2.0,1.3731211778355314,gptoss
2.0,1.6744950214855683,gptoss
2.0,1.8466382966562147,gptoss
2.0,1.3638813616668601,gptoss
2.0,1.2029086623946201,gptoss
2.0,1.2043205342198768,gptoss
2.0,0.7413629887734859,gptoss
2.0,1.3731211778355314,gptoss
2.0,1.6744950214855683,gptoss
2.0,1.8466382966562147,gptoss
2.0,1.3638813616668601,gptoss
2.0,1.2029086623946201,gptoss
2.0,1.2043205342198768,gptoss
2.0,0.7413629887734859,gptoss
2.0,1.3731211778355314,gptoss
2.0,1.6744950214855683,gptoss
2.0,1.8466382966562147,gptoss
2.0,1.5180529064802957,gptoss
2.0,1.3001494942668013,gptoss
2.0,1.3167689701110759,gptoss
2.0,0.5784031752575236,gptoss
2.0,1.5055911820441252,gptoss
2.0,1.8129324516718148,gptoss
2.0,1.9084226202456065,gptoss
2.0,1.5180529064802957,gptoss
2.0,1.3001494942668013,gptoss
2.0,1.3167689701110759,gptoss
2.0,0.5784031752575236,gptoss
2.0,1.5055911820441252,gptoss
2.0,1.8129324516718148,gptoss
2.0,1.9084226202456065,gptoss
2.0,1.5180529064802957,gptoss
2.0,1.3001494942668013,gptoss
2.0,1.3167689701110759,gptoss
2.0,0.5784031752575236,gptoss
2.0,1.5055911820441252,gptoss
2.0,1.8129324516718148,gptoss
2.0,1.9084226202456065,gptoss
2.0,1.5180529064802957,gptoss
2.0,1.3001494942668013,gptoss
2.0,1.3167689701110759,gptoss
2.0,0.5784031752575236,gptoss
2.0,1.5055911820441252,gptoss
2.0,1.8129324516718148,gptoss
2.0,1.9084226202456065,gptoss
2.0,1.1567588246295815,gptoss
2.0,0.9972990334137808,gptoss
2.0,1.001883335534309,gptoss
2.0,0.4896514063151341,gptoss
2.0,1.1765740961149425,gptoss
2.0,1.4961291157833312,gptoss
2.0,1.5034576428969906,gptoss
2.0,1.1567588246295815,gptoss
2.0,0.9972990334137808,gptoss
2.0,1.001883335534309,gptoss
2.0,0.4896514063151341,gptoss
2.0,1.1765740961149425,gptoss
2.0,1.4961291157833312,gptoss
2.0,1.5034576428969906,gptoss
2.0,1.1567588246295815,gptoss
2.0,0.9972990334137808,gptoss
2.0,1.001883335534309,gptoss
2.0,0.4896514063151341,gptoss
2.0,1.1765740961149425,gptoss
2.0,1.4961291157833312,gptoss
2.0,1.5034576428969906,gptoss
2.0,1.1567588246295815,gptoss
2.0,0.9972990334137808,gptoss
2.0,1.001883335534309,gptoss
2.0,0.4896514063151341,gptoss
2.0,1.1765740961149425,gptoss
2.0,1.4961291157833312,gptoss
2.0,1.5034576428969906,gptoss
2.0,1.4309743274224713,gptoss
2.0,1.2191788978189404,gptoss
2.0,1.2105217204720344,gptoss
2.0,0.7966996695352155,gptoss
2.0,1.445060888106101,gptoss
2.0,1.7557903883745247,gptoss
2.0,1.8787334265597715,gptoss
2.0,1.4309743274224713,gptoss
2.0,1.2191788978189404,gptoss
