model,round,trait,family,game,a_star,dose,base0,cue0,null0,shift0,nullshift0,abs_shift,abs_nullshift,shift_pref,nullshift_pref,net_pref,base_pref,n_pairs,flips,flips_aligned,source
gptoss,1,risk,trait,DlNc,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,DlPc,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,DlPd,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,DlSh,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,HaAs,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,HaBa,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,HaCh,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,HaCm,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,HaCo,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,HaDl,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,HaHa,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,HaHr,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,HaNc,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,HaPc,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,HaPd,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,HaSh,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,HrAs,1,-1.0,0.25,0.0,0.25,-0.25,0.0,0.25,0.0,0.25,-0.0,0.25,0.75,4,1,1,corrected_integrated_root
gptoss,1,risk,trait,HrBa,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,HrCh,1,-1.0,0.25,0.0,0.75,-0.25,0.5,0.25,0.5,0.25,-0.5,0.75,0.75,4,1,1,corrected_integrated_root
gptoss,1,risk,trait,HrCm,1,-1.0,0.75,0.0,0.75,-0.75,0.0,0.75,0.0,0.75,-0.0,0.75,0.25,4,3,3,corrected_integrated_root
gptoss,1,risk,trait,HrCo,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,HrDl,1,-1.0,1.0,0.0,0.75,-1.0,-0.25,1.0,0.25,1.0,0.25,0.75,0.0,4,4,4,corrected_integrated_root
gptoss,1,risk,trait,HrHa,1,-1.0,0.25,0.0,0.0,-0.25,-0.25,0.25,0.25,0.25,0.25,-0.0,0.75,4,1,1,corrected_integrated_root
gptoss,1,risk,trait,HrHr,1,-1.0,0.25,0.0,0.0,-0.25,-0.25,0.25,0.25,0.25,0.25,-0.0,0.75,4,1,1,corrected_integrated_root
gptoss,1,risk,trait,HrNc,1,-1.0,0.25,0.0,0.5,-0.25,0.25,0.25,0.25,0.25,-0.25,0.5,0.75,4,1,1,corrected_integrated_root
gptoss,1,risk,trait,HrPc,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,HrPd,1,-1.0,1.0,0.0,1.0,-1.0,0.0,1.0,0.0,1.0,-0.0,1.0,0.0,4,4,4,corrected_integrated_root
gptoss,1,risk,trait,HrSh,1,-1.0,0.75,0.0,0.75,-0.75,0.0,0.75,0.0,0.75,-0.0,0.75,0.25,4,3,3,corrected_integrated_root
gptoss,1,risk,trait,NcAs,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,NcBa,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,NcCh,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,NcCm,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,NcCo,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,NcDl,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,NcHa,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,NcHr,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,NcNc,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,NcPc,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,NcPd,0,1.0,1.0,0.75,1.0,-0.25,0.0,0.25,0.0,-0.25,0.0,-0.25,1.0,4,1,0,corrected_integrated_root
gptoss,1,risk,trait,NcSh,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,PcAs,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,PcBa,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,PcCh,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,PcCm,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,PcCo,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,PcDl,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,PcHa,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,PcHr,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,PcNc,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,PcPc,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,PcPd,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,PcSh,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,PdAs,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,PdBa,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,PdCh,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,PdCm,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,PdCo,1,-1.0,0.0,0.25,0.0,0.25,0.0,0.25,0.0,-0.25,-0.0,-0.25,1.0,4,1,0,corrected_integrated_root
gptoss,1,risk,trait,PdDl,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,PdHa,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,PdHr,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,PdNc,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,PdPc,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,PdPd,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,PdSh,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,ShAs,1,-1.0,1.0,0.0,0.0,-1.0,-1.0,1.0,1.0,1.0,1.0,-0.0,0.0,4,4,4,corrected_integrated_root
gptoss,1,risk,trait,ShBa,1,-1.0,0.25,0.0,0.5,-0.25,0.25,0.25,0.25,0.25,-0.25,0.5,0.75,4,1,1,corrected_integrated_root
gptoss,1,risk,trait,ShCh,1,-1.0,0.25,0.0,0.0,-0.25,-0.25,0.25,0.25,0.25,0.25,-0.0,0.75,4,1,1,corrected_integrated_root
gptoss,1,risk,trait,ShCm,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,ShCo,1,-1.0,0.75,0.0,0.75,-0.75,0.0,0.75,0.0,0.75,-0.0,0.75,0.25,4,3,3,corrected_integrated_root
gptoss,1,risk,trait,ShDl,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,ShHa,1,-1.0,1.0,0.0,0.75,-1.0,-0.25,1.0,0.25,1.0,0.25,0.75,0.0,4,4,4,corrected_integrated_root
gptoss,1,risk,trait,ShHr,1,-1.0,0.25,0.0,0.25,-0.25,0.0,0.25,0.0,0.25,-0.0,0.25,0.75,4,1,1,corrected_integrated_root
gptoss,1,risk,trait,ShNc,1,-1.0,0.75,0.0,1.0,-0.75,0.25,0.75,0.25,0.75,-0.25,1.0,0.25,4,3,3,corrected_integrated_root
gptoss,1,risk,trait,ShPc,1,-1.0,0.75,0.0,0.5,-0.75,-0.25,0.75,0.25,0.75,0.25,0.5,0.25,4,3,3,corrected_integrated_root
gptoss,1,risk,trait,ShPd,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,risk,trait,ShSh,1,-1.0,0.75,0.0,0.0,-0.75,-0.75,0.75,0.75,0.75,0.75,-0.0,0.25,4,3,3,corrected_integrated_root
gptoss,1,loss,trait,AsAs,1,-1.0,0.75,0.0,0.75,-0.75,0.0,0.75,0.0,0.75,-0.0,0.75,0.25,4,3,3,corrected_integrated_root
gptoss,1,loss,trait,AsBa,1,-1.0,0.25,0.0,0.0,-0.25,-0.25,0.25,0.25,0.25,0.25,-0.0,0.75,4,1,1,corrected_integrated_root
gptoss,1,loss,trait,AsCh,1,-1.0,0.0,0.0,0.25,0.0,0.25,0.0,0.25,-0.0,-0.25,0.25,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,AsCm,1,-1.0,0.25,0.0,0.0,-0.25,-0.25,0.25,0.25,0.25,0.25,-0.0,0.75,4,1,1,corrected_integrated_root
gptoss,1,loss,trait,AsCo,1,-1.0,0.75,0.0,0.5,-0.75,-0.25,0.75,0.25,0.75,0.25,0.5,0.25,4,3,3,corrected_integrated_root
gptoss,1,loss,trait,AsDl,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,AsHa,1,-1.0,1.0,0.0,0.75,-1.0,-0.25,1.0,0.25,1.0,0.25,0.75,0.0,4,4,4,corrected_integrated_root
gptoss,1,loss,trait,AsHr,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,AsNc,1,-1.0,1.0,0.0,0.75,-1.0,-0.25,1.0,0.25,1.0,0.25,0.75,0.0,4,4,4,corrected_integrated_root
gptoss,1,loss,trait,AsPc,1,-1.0,1.0,0.0,0.75,-1.0,-0.25,1.0,0.25,1.0,0.25,0.75,0.0,4,4,4,corrected_integrated_root
gptoss,1,loss,trait,AsPd,1,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,AsSh,1,-1.0,0.5,0.0,0.25,-0.5,-0.25,0.5,0.25,0.5,0.25,0.25,0.5,4,2,2,corrected_integrated_root
gptoss,1,loss,trait,BaAs,0,1.0,0.75,1.0,1.0,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.75,4,1,1,corrected_integrated_root
gptoss,1,loss,trait,BaBa,0,1.0,0.25,1.0,0.0,0.75,-0.25,0.75,0.25,0.75,-0.25,1.0,0.25,4,3,3,corrected_integrated_root
gptoss,1,loss,trait,BaCh,0,1.0,0.75,1.0,0.25,0.25,-0.5,0.25,0.5,0.25,-0.5,0.75,0.75,4,1,1,corrected_integrated_root
gptoss,1,loss,trait,BaCm,0,1.0,0.5,1.0,0.25,0.5,-0.25,0.5,0.25,0.5,-0.25,0.75,0.5,4,2,2,corrected_integrated_root
gptoss,1,loss,trait,BaCo,0,1.0,0.75,1.0,0.0,0.25,-0.75,0.25,0.75,0.25,-0.75,1.0,0.75,4,1,1,corrected_integrated_root
gptoss,1,loss,trait,BaDl,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,BaHa,0,1.0,0.25,1.0,0.0,0.75,-0.25,0.75,0.25,0.75,-0.25,1.0,0.25,4,3,3,corrected_integrated_root
gptoss,1,loss,trait,BaHr,0,1.0,0.5,1.0,0.0,0.5,-0.5,0.5,0.5,0.5,-0.5,1.0,0.5,4,2,2,corrected_integrated_root
gptoss,1,loss,trait,BaNc,0,1.0,0.5,1.0,0.25,0.5,-0.25,0.5,0.25,0.5,-0.25,0.75,0.5,4,2,2,corrected_integrated_root
gptoss,1,loss,trait,BaPc,0,1.0,0.25,1.0,0.0,0.75,-0.25,0.75,0.25,0.75,-0.25,1.0,0.25,4,3,3,corrected_integrated_root
gptoss,1,loss,trait,BaPd,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,BaSh,0,1.0,1.0,1.0,0.75,0.0,-0.25,0.0,0.25,0.0,-0.25,0.25,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,ChAs,0,1.0,0.5,1.0,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.5,4,2,2,corrected_integrated_root
gptoss,1,loss,trait,ChBa,0,1.0,0.25,1.0,0.0,0.75,-0.25,0.75,0.25,0.75,-0.25,1.0,0.25,4,3,3,corrected_integrated_root
gptoss,1,loss,trait,ChCh,0,1.0,1.0,1.0,0.5,0.0,-0.5,0.0,0.5,0.0,-0.5,0.5,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,ChCm,0,1.0,1.0,1.0,0.5,0.0,-0.5,0.0,0.5,0.0,-0.5,0.5,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,ChCo,0,1.0,0.5,1.0,0.0,0.5,-0.5,0.5,0.5,0.5,-0.5,1.0,0.5,4,2,2,corrected_integrated_root
gptoss,1,loss,trait,ChDl,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,ChHa,0,1.0,0.25,1.0,0.5,0.75,0.25,0.75,0.25,0.75,0.25,0.5,0.25,4,3,3,corrected_integrated_root
gptoss,1,loss,trait,ChHr,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4,4,4,corrected_integrated_root
gptoss,1,loss,trait,ChNc,0,1.0,0.75,1.0,0.25,0.25,-0.5,0.25,0.5,0.25,-0.5,0.75,0.75,4,1,1,corrected_integrated_root
gptoss,1,loss,trait,ChPc,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4,4,4,corrected_integrated_root
gptoss,1,loss,trait,ChPd,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,ChSh,0,1.0,1.0,1.0,0.5,0.0,-0.5,0.0,0.5,0.0,-0.5,0.5,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,CmAs,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,CmBa,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,CmCh,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,CmCm,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,CmCo,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,CmDl,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,CmHa,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,CmHr,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,CmNc,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,CmPc,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,CmPd,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,CmSh,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,CoAs,0,1.0,0.75,1.0,1.0,0.25,0.25,0.25,0.25,0.25,0.25,0.0,0.75,4,1,1,corrected_integrated_root
gptoss,1,loss,trait,CoBa,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,CoCh,0,1.0,0.5,1.0,0.75,0.5,0.25,0.5,0.25,0.5,0.25,0.25,0.5,4,2,2,corrected_integrated_root
gptoss,1,loss,trait,CoCm,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4,4,4,corrected_integrated_root
gptoss,1,loss,trait,CoCo,0,1.0,0.5,1.0,0.75,0.5,0.25,0.5,0.25,0.5,0.25,0.25,0.5,4,2,2,corrected_integrated_root
gptoss,1,loss,trait,CoDl,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4,4,4,corrected_integrated_root
gptoss,1,loss,trait,CoHa,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,CoHr,0,1.0,0.5,1.0,0.75,0.5,0.25,0.5,0.25,0.5,0.25,0.25,0.5,4,2,2,corrected_integrated_root
gptoss,1,loss,trait,CoNc,0,1.0,0.25,1.0,1.0,0.75,0.75,0.75,0.75,0.75,0.75,0.0,0.25,4,3,3,corrected_integrated_root
gptoss,1,loss,trait,CoPc,0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,CoPd,0,1.0,0.0,1.0,0.25,1.0,0.25,1.0,0.25,1.0,0.25,0.75,0.0,4,4,4,corrected_integrated_root
gptoss,1,loss,trait,CoSh,0,1.0,0.25,1.0,0.75,0.75,0.5,0.75,0.5,0.75,0.5,0.25,0.25,4,3,3,corrected_integrated_root
gptoss,1,loss,trait,DlAs,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,DlBa,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,DlCh,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,DlCm,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,DlCo,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,DlDl,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,DlHa,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,DlHr,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,DlNc,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,DlPc,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,DlPd,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,DlSh,1,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,HaAs,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,HaBa,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,HaCh,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,HaCm,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,HaCo,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,HaDl,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,HaHa,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,HaHr,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,HaNc,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,HaPc,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,HaPd,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,HaSh,0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4,0,0,corrected_integrated_root
gptoss,1,loss,trait,HrAs,1,-1.0,0.25,0.0,0.25,-0.25,0.0,0.25,0.0,0.25,-0.0,0.25,0.75,4,1,1,corrected_integrated_root
