model,round,trait,family,n_games,magnitude,magnitude_lo,magnitude_hi,magnitude_null,flip_rate,flip_rate_aligned,dir_shift,dir_lo,dir_hi,dir_net,dir_net_lo,dir_net_hi,directionality_index,base_pref_mean,dose_slope,dose_slope_lo,dose_slope_hi,dose_r,dose_slope_null,n_movable,dir_net_movable,dir_net_movable_lo,dir_net_movable_hi,dose_slope_movable,dose_slope_movable_lo,dose_slope_movable_hi
qwen,10,risk,trait,76,0.21929824561403505,0.16228070175438597,0.2807017543859649,0.09210526315789473,0.22807017543859648,0.5576923076923077,0.0263157894736842,-0.05263157894736842,0.10526315789473684,-0.03070175438596492,-0.10087719298245616,0.03947368421052631,0.11999999999999997,0.8157894736842105,0.003917471924784498,-0.027731106543160258,0.035981098545133615,0.023101118259282946,0.028075215460955864,23,0.0144927536231884,-0.14492753623188404,0.15942028985507248,-0.023228803716608456,-0.15212241462241458,0.07560527960012495
qwen,10,selfish,trait,67,0.17412935323383083,0.1144278606965174,0.24378109452736316,0.06965174129353234,0.17412935323383086,0.8285714285714286,0.11442786069651739,0.044776119402985065,0.1890547263681592,0.06467661691542288,-3.3348116971016757e-18,0.12935323383084577,0.657142857142857,0.8308457711442786,0.05966568642624981,0.031796014860941475,0.09370316611126014,0.3635799183069493,0.025305680235257696,17,0.13725490196078433,-0.019607843137254912,0.2941176470588235,0.12260536398467421,0.015325670498084311,0.22528024724616866
qwen_instruct,1,inequity,trait,30,0.2555555555555556,0.12222222222222223,0.4,0.05555555555555556,0.25555555555555554,0.9130434782608695,0.21111111111111114,0.06666666666666668,0.3666666666666666,0.2222222222222222,0.06666666666666667,0.3888888888888888,0.8260869565217391,0.6555555555555554,0.10030864197530862,-0.0014959793500525966,0.22222222222222224,0.28112461872499445,-0.015432098765432088,1,-1.0,-1.0,-1.0,,,
qwen_instruct,1,level1,rule,67,0.10945273631840796,0.05472636815920398,0.1791044776119403,0.05472636815920398,0.10945273631840796,0.36363636363636365,-0.029850746268656716,-0.09452736318407962,0.03482587064676617,-0.04477611940298507,-0.1293532338308458,0.03980099502487562,-0.2727272727272727,0.9104477611940298,-0.006887478718464649,-0.03606897934111267,0.02039560121157818,-0.04493720384023505,0.005881442501160813,7,-0.04761904761904761,-0.5714285714285714,0.5238095238095238,0.07037037037037043,-0.044491869918699266,0.20325203252032528
qwen_instruct,1,level2,rule,35,0.08571428571428572,0.019047619047619046,0.17142857142857143,0.047619047619047616,0.08571428571428572,0.1111111111111111,-0.06666666666666665,-0.1523809523809524,0.0,-0.09523809523809525,-0.2,-0.009523809523809526,-0.7777777777777776,0.9142857142857143,-0.02314814814814815,-0.05807453284737426,0.004203286205578907,-0.20400760274727753,0.00925925925925926,3,-0.5555555555555556,-1.0,0.0,,,
qwen_instruct,1,loss,trait,76,0.15789473684210528,0.10526315789473684,0.21491228070175442,0.05263157894736842,0.17543859649122806,0.225,-0.09649122807017546,-0.16228070175438594,-0.03508771929824561,-0.11403508771929827,-0.1843201754385965,-0.043859649122807015,-0.6111111111111112,0.8947368421052632,-0.05858796900844435,-0.09337677248451023,-0.027798064420137505,-0.3283742298777591,0.007660833986245325,9,-0.2222222222222222,-0.5185185185185186,0.1111111111111111,-0.1019900497512438,-0.23740079365079358,0.08333333333333343
qwen_instruct,1,maximin,rule,76,0.09210526315789473,0.048135964912280726,0.14912280701754385,0.05263157894736842,0.10964912280701754,0.48,-0.004385964912280706,-0.061403508771929814,0.04835526315789514,-0.02192982456140351,-0.08333333333333334,0.043859649122807015,-0.047619047619047665,0.8947368421052632,0.000827021850787836,-0.025224682182737383,0.024917352846094944,0.005849922548692714,0.007660833986245325,9,-0.03703703703703703,-0.37129629629629607,0.37037037037037035,0.08706467661691544,-0.024875621890547216,0.20192307692307684
qwen_instruct,1,risk,trait,76,0.1754385964912281,0.10526315789473684,0.25,0.05263157894736842,0.18421052631578946,0.23809523809523808,-0.09649122807017543,-0.17982456140350878,-0.017543859649122813,-0.11403508771929824,-0.1973684210526316,-0.030592105263157487,-0.5499999999999999,0.8947368421052632,-0.051014189953860894,-0.09295702781273077,-0.014770215714919065,-0.25095736065554286,0.007660833986245325,9,-0.14814814814814814,-0.5555555555555556,0.2592592592592593,-0.00497512437810942,-0.11564625850340131,0.17575757575757583
qwen_instruct,1,selfish,trait,67,0.44776119402985076,0.3880597014925374,0.5074626865671642,0.05472636815920398,0.4824120603015075,0.11458333333333333,-0.36815920398009955,-0.4477611940298508,-0.2810945273631841,-0.38308457711442784,-0.4626865671641791,-0.2935323383084577,-0.8222222222222223,0.9104477611940298,-0.2201284630862096,-0.26726130660019176,-0.17018812176514078,-0.7242178409512422,0.005881442501160813,7,-0.07142857142857142,-0.4761904761904762,0.380952380952381,0.04444444444444455,-0.1186868686868687,0.20000000000000007
qwen_instruct,10,inequity,trait,30,0.2555555555555556,0.13333333333333333,0.38888888888888895,0.05555555555555556,0.25555555555555554,0.7391304347826086,0.12222222222222223,-0.022222222222222223,0.27777777777777773,0.11111111111111112,-0.05555555555555555,0.2777777777777778,0.47826086956521735,0.6777777777777777,0.03858024691358023,-0.04528016866631886,0.13195157943693153,0.11277749207515972,0.023148148148148143,1,-0.6666666666666667,-0.6666666666666667,-0.6666666666666667,,,
qwen_instruct,10,level1,rule,67,0.0945273631840796,0.03980099502487563,0.15422885572139305,0.07960199004975124,0.1044776119402985,0.5238095238095238,0.0049751243781094535,-0.05472636815920399,0.0646766169154229,-0.024875621890547265,-0.10945273631840796,0.05472636815920398,0.05263157894736843,0.8557213930348259,0.005752463498942369,-0.020552540905402115,0.03261281524964192,0.039063167295705345,0.0128721044214002,8,0.16666666666666663,-0.25,0.5416666666666667,0.20740740740740735,0.09708737864077671,0.34920634920634896
qwen_instruct,10,level2,rule,35,0.2,0.10476190476190476,0.3047619047619048,0.06666666666666667,0.2,0.09523809523809523,-0.1619047619047619,-0.27619047619047615,-0.06666666666666667,-0.20952380952380953,-0.3238095238095239,-0.10476190476190476,-0.8095238095238095,0.8666666666666667,-0.06944444444444446,-0.11197945096433772,-0.03181246542230903,-0.45130681343297285,0.016203703703703706,4,-0.4166666666666667,-0.8333333333333335,0.0,,,
